"KDSATKER","KDDEPT","KDAKUN","REALISASI"
"099618","005","425239",27792500
"099622","005","425239",7162500
"099639","005","425239",22075500
"099643","005","425239",45297500
"099660","005","425239",42631500
"099664","005","425239",15161500
"099671","005","425239",15267500
"099685","005","425239",19276000
"099692","005","425239",820000
"099707","005","425239",74510000
"099711","005","425239",9479500
"099728","005","425239",10592500
"099732","005","425239",28455000
"099749","005","425239",8010500
"099753","005","425239",6397500
"099770","005","425239",13378000
"099774","005","425239",3250000
"099781","005","425239",268714950
"099795","005","425239",69905000
"099803","005","425239",21359000
"099817","005","425239",18585000
"099821","005","425239",37131000
"099838","005","425239",23799000
"099842","005","425239",42204500
"099859","005","425239",13042000
"099863","005","425239",82008000
"099880","005","425239",20724000
"099884","005","425239",31933000
"099891","005","425239",61456000
"099906","005","425239",23840500
"099913","005","425239",53056676
"099927","005","425239",64559500
"099931","005","425239",20479000
"099948","005","425239",18400500
"099952","005","425239",14439500
"099969","005","425239",6970000
"099973","005","425239",5448000
"099990","005","425239",11360500
"099994","005","425239",9130500
"109063","005","425239",35363050
"109064","005","425239",84401100
"240166","005","425239",19481000
"309048","005","425239",28727500
"309049","005","425239",38559500
"309050","005","425239",22297000
"309052","005","425239",70618000
"309053","005","425239",117626000
"309054","005","425239",39101000
"309055","005","425239",96194500
"309056","005","425239",29160000
"309058","005","425239",19880000
"309059","005","425239",16612000
"309060","005","425239",2137500
"309061","005","425239",27393500
"309062","005","425239",43906500
"309063","005","425239",16752500
"309064","005","425239",10457000
"309066","005","425239",28348500
"309067","005","425239",988500
"309068","005","425239",27858000
"309069","005","425239",32145000
"309070","005","425239",167780424
"309071","005","425239",29492500
"309073","005","425239",28346000
"309074","005","425239",20483000
"309075","005","425239",63175500
"309076","005","425239",76503000
"309077","005","425239",51586000
"309078","005","425239",38866500
"309079","005","425239",20057500
"309080","005","425239",42241500
"309081","005","425239",23221500
"309082","005","425239",10234000
"309083","005","425239",24741500
"309084","005","425239",46194500
"309085","005","425239",18206500
"309087","005","425239",46967500
"309088","005","425239",17467500
"309089","005","425239",3030000
"309091","005","425239",45187000
"309092","005","425239",9919500
"309093","005","425239",20402000
"309094","005","425239",22940500
"309095","005","425239",25336000
"309096","005","425239",50143000
"309097","005","425239",23801000
"309098","005","425239",33299500
"309099","005","425239",2562000
"309100","005","425239",9043000
"309101","005","425239",107297300
"309102","005","425239",6430500
"309103","005","425239",11124500
"309104","005","425239",19845000
"309105","005","425239",30226500
"309106","005","425239",8302000
"309107","005","425239",38309000
"309109","005","425239",50779500
"309110","005","425239",108299000
"309111","005","425239",70306000
"309113","005","425239",76545000
"309114","005","425239",49378000
"309115","005","425239",716500
"309116","005","425239",6248000
"309117","005","425239",2742000
"309118","005","425239",3136500
"309119","005","425239",1085000
"309120","005","425239",20186500
"309121","005","425239",30235500
"309122","005","425239",40268000
"309123","005","425239",62308500
"309124","005","425239",2360000
"309125","005","425239",3470000
"400008","005","425239",10393500
"400014","005","425239",30342000
"400023","005","425239",1140000
"400039","005","425239",32624500
"400045","005","425239",45991500
"400051","005","425239",41471000
"400070","005","425239",34485500
"400076","005","425239",80159889
"400082","005","425239",8676000
"400091","005","425239",14286500
"400102","005","425239",54572500
"400111","005","425239",24308000
"400127","005","425239",18062000
"400133","005","425239",10927000
"400142","005","425239",31502600
"400158","005","425239",22684000
"400164","005","425239",11387500
"400173","005","425239",22025000
"400189","005","425239",9116000
"400195","005","425239",26510562
"400209","005","425239",21336500
"400215","005","425239",267485500
"400221","005","425239",122737950
"400240","005","425239",16349500
"400246","005","425239",1450000
"400252","005","425239",1640000
"400261","005","425239",7025500
"400277","005","425239",11101000
"400283","005","425239",31537000
"400292","005","425239",19526000
"400303","005","425239",21649000
"400312","005","425239",19971000
"400328","005","425239",11938500
"400334","005","425239",16454500
"400343","005","425239",2660000
"400359","005","425239",960000
"400365","005","425239",2980000
"400371","005","425239",51425000
"400390","005","425239",32727000
"400396","005","425239",85616000
"400410","005","425239",26293000
"400416","005","425239",19766000
"400422","005","425239",8250500
"400431","005","425239",9415000
"400447","005","425239",16742500
"400453","005","425239",25213000
"400462","005","425239",9029500
"400478","005","425239",33983500
"400484","005","425239",153569500
"400493","005","425239",3920000
"400504","005","425239",1110000
"400513","005","425239",590000
"400529","005","425239",2320000
"400535","005","425239",970000
"400541","005","425239",1490000
"400560","005","425239",2460000
"400566","005","425239",43634975
"400572","005","425239",17238200
"400581","005","425239",29932500
"400597","005","425239",16287500
"400601","005","425239",18964500
"400617","005","425239",147554500
"400623","005","425239",164450500
"400632","005","425239",192256500
"400648","005","425239",272871000
"400654","005","425239",245039000
"400663","005","425239",278251800
"400679","005","425239",211769500
"400691","005","425239",271240000
"400705","005","425239",225218000
"400711","005","425239",296912000
"400730","005","425239",94262000
"400736","005","425239",45406500
"400742","005","425239",280673000
"400751","005","425239",47253500
"400767","005","425239",449760000
"400773","005","425239",229347000
"400782","005","425239",145865500
"400798","005","425239",216817000
"400818","005","425239",64570500
"400824","005","425239",160762000
"400833","005","425239",254580000
"400849","005","425239",202775000
"400855","005","425239",115612000
"400861","005","425239",23932500
"400880","005","425239",197251500
"400886","005","425239",26599000
"400892","005","425239",253837000
"400906","005","425239",101270000
"400912","005","425239",157687000
"400921","005","425239",22451000
"400937","005","425239",138888500
"400943","005","425239",168501500
"400952","005","425239",186567500
"400968","005","425239",156592000
"400974","005","425239",86222500
"400983","005","425239",134394500
"400999","005","425239",67022500
"401003","005","425239",133153500
"401019","005","425239",15045000
"401025","005","425239",74594000
"401031","005","425239",132630000
"401050","005","425239",91752500
"401056","005","425239",159759500
"401062","005","425239",149338500
"401071","005","425239",84934000
"401087","005","425239",312500000
"401093","005","425239",126610000
"401107","005","425239",146305000
"401113","005","425239",1320000
"401122","005","425239",90731000
"401138","005","425239",96699500
"401144","005","425239",128705500
"401153","005","425239",92019000
"401169","005","425239",77608500
"401175","005","425239",78373500
"401181","005","425239",57927000
"401201","005","425239",43769500
"401202","005","425239",87698000
"401220","005","425239",34211000
"401226","005","425239",101238000
"401232","005","425239",72142000
"401241","005","425239",416153000
"401257","005","425239",151096500
"401263","005","425239",234319500
"401272","005","425239",156338000
"401288","005","425239",6838000
"401294","005","425239",103115000
"401308","005","425239",124380000
"401323","005","425239",131745000
"401339","005","425239",349925000
"401345","005","425239",96126000
"401351","005","425239",103198500
"401370","005","425239",216124500
"401376","005","425239",203021000
"401382","005","425239",170883700
"401391","005","425239",89372000
"401403","005","425239",192467000
"401411","005","425239",107136500
"401427","005","425239",119047000
"401433","005","425239",118935500
"401442","005","425239",135792000
"401458","005","425239",28400500
"401464","005","425239",140751500
"401473","005","425239",123706500
"401489","005","425239",21521000
"401495","005","425239",62540000
"401509","005","425239",101888000
"401515","005","425239",97254000
"401521","005","425239",57138000
"401540","005","425239",93801000
"401546","005","425239",98540000
"401552","005","425239",76848000
"401561","005","425239",86421000
"401577","005","425239",34562500
"401583","005","425239",950000
"401592","005","425239",32038500
"401603","005","425239",4787500
"401612","005","425239",27963000
"401628","005","425239",6600000
"401634","005","425239",29418000
"401643","005","425239",52226500
"401659","005","425239",31799000
"401665","005","425239",15086000
"401671","005","425239",24778000
"401690","005","425239",20671000
"401696","005","425239",22925000
"401710","005","425239",7616500
"401716","005","425239",15895500
"401722","005","425239",16924500
"401731","005","425239",4560000
"401747","005","425239",7016000
"401753","005","425239",6715500
"401762","005","425239",8206500
"401778","005","425239",850000
"401784","005","425239",27705000
"401793","005","425239",10814500
"401804","005","425239",137469000
"401813","005","425239",46017500
"401829","005","425239",13892000
"401835","005","425239",17739500
"401841","005","425239",4554000
"401860","005","425239",11664500
"401866","005","425239",1232000
"401872","005","425239",4950000
"401881","005","425239",20899000
"401897","005","425239",2793000
"401901","005","425239",490000
"401917","005","425239",47684000
"401923","005","425239",15467000
"401932","005","425239",8775500
"401948","005","425239",25559000
"401954","005","425239",70871000
"401963","005","425239",13707000
"401974","005","425239",12113500
"401975","005","425239",6786000
"401976","005","425239",10431000
"401977","005","425239",7848000
"401979","005","425239",14048000
"401980","005","425239",4542500
"401981","005","425239",6168000
"401982","005","425239",2142000
"401983","005","425239",21355000
"401985","005","425239",20552000
"401986","005","425239",9540000
"401987","005","425239",33551000
"401988","005","425239",10940500
"401989","005","425239",27074000
"401991","005","425239",13283000
"401992","005","425239",11322000
"401993","005","425239",9067500
"401994","005","425239",14118000
"401995","005","425239",15045000
"401996","005","425239",21735000
"401997","005","425239",8914000
"401998","005","425239",9276000
"401999","005","425239",5618500
"402000","005","425239",23871000
"402001","005","425239",17955000
"402002","005","425239",6420500
"402003","005","425239",3569000
"402005","005","425239",35389000
"402006","005","425239",17841500
"402007","005","425239",3494000
"402008","005","425239",7593000
"402009","005","425239",7622500
"402011","005","425239",30678000
"402012","005","425239",12887000
"402013","005","425239",16080500
"402014","005","425239",7667000
"402015","005","425239",9205150
"402016","005","425239",9640500
"402017","005","425239",35459000
"402018","005","425239",5638000
"402019","005","425239",7601500
"402020","005","425239",9325500
"402021","005","425239",11356000
"402022","005","425239",7403500
"402023","005","425239",68687000
"402024","005","425239",8213000
"402025","005","425239",9983500
"402026","005","425239",5514500
"402027","005","425239",8313000
"402028","005","425239",26557000
"402030","005","425239",18227500
"402031","005","425239",11431000
"402032","005","425239",10444500
"402033","005","425239",6860500
"402034","005","425239",12761500
"402036","005","425239",38250000
"402037","005","425239",1602000
"402038","005","425239",2128000
"402039","005","425239",8211000
"402040","005","425239",24010000
"402042","005","425239",7399000
"402051","005","425239",30200500
"402067","005","425239",17454000
"402073","005","425239",110146500
"402082","005","425239",32432000
"402098","005","425239",51002000
"402102","005","425239",58619500
"402118","005","425239",30348000
"402124","005","425239",49365000
"402133","005","425239",13185000
"402149","005","425239",36495500
"402155","005","425239",8568000
"402161","005","425239",24331000
"402180","005","425239",4484000
"402186","005","425239",62517000
"402192","005","425239",34090000
"402206","005","425239",18433500
"402212","005","425239",25227500
"402221","005","425239",24427000
"402237","005","425239",430000
"402243","005","425239",139136500
"402252","005","425239",41651000
"402268","005","425239",22244000
"402274","005","425239",67221000
"402283","005","425239",63150000
"402299","005","425239",59379000
"402303","005","425239",24704000
"402319","005","425239",44249000
"402325","005","425239",86662500
"402331","005","425239",27031500
"402350","005","425239",47202500
"402356","005","425239",25996000
"402362","005","425239",64392000
"402371","005","425239",74346100
"402387","005","425239",44963000
"402393","005","425239",20235500
"402407","005","425239",21018000
"402413","005","425239",10195500
"402422","005","425239",22424500
"402438","005","425239",61349400
"402444","005","425239",23309000
"402450","005","425239",390000
"402453","005","425239",15001000
"402469","005","425239",22322000
"402475","005","425239",38592500
"402481","005","425239",350000
"402501","005","425239",64032000
"402520","005","425239",50455500
"402526","005","425239",21223500
"402532","005","425239",20854000
"402541","005","425239",26305500
"402557","005","425239",34533000
"402563","005","425239",22902000
"402572","005","425239",8798500
"402588","005","425239",206603500
"402594","005","425239",106108500
"402608","005","425239",31025000
"402614","005","425239",16044000
"402623","005","425239",27540000
"402639","005","425239",53552500
"402645","005","425239",84330500
"402651","005","425239",220000
"402670","005","425239",16887500
"402676","005","425239",32296000
"402682","005","425239",90000
"402691","005","425239",44046000
"402702","005","425239",3129500
"402711","005","425239",40000
"402727","005","425239",537500
"402733","005","425239",9590000
"402742","005","425239",2000500
"402758","005","425239",4281500
"402764","005","425239",1025000
"402773","005","425239",2288500
"402789","005","425239",970000
"402795","005","425239",1582000
"402809","005","425239",1784000
"402815","005","425239",1158500
"402821","005","425239",678500
"402840","005","425239",456000
"402846","005","425239",660000
"402852","005","425239",2589000
"402861","005","425239",40000
"402877","005","425239",19749000
"402883","005","425239",15738500
"402892","005","425239",3181000
"402903","005","425239",3905500
"402912","005","425239",13225500
"402928","005","425239",9061500
"402934","005","425239",1086000
"402943","005","425239",1924000
"402959","005","425239",16315000
"402965","005","425239",2570000
"402971","005","425239",600000
"402990","005","425239",130000
"402996","005","425239",218313700
"403010","005","425239",384590500
"403016","005","425239",106291500
"403022","005","425239",130441000
"403031","005","425239",80835000
"403047","005","425239",39228000
"403053","005","425239",24880000
"403062","005","425239",98334000
"403078","005","425239",115490000
"403084","005","425239",56032000
"403093","005","425239",46986000
"403399","005","425239",45933500
"403400","005","425239",17320000
"403402","005","425239",33933000
"403403","005","425239",18950000
"403404","005","425239",15497000
"403405","005","425239",12621500
"403406","005","425239",22380000
"403407","005","425239",15304000
"403408","005","425239",52702500
"403409","005","425239",48161500
"403410","005","425239",19615500
"403411","005","425239",14575000
"403412","005","425239",18924500
"403413","005","425239",35431500
"403414","005","425239",41942500
"403415","005","425239",24054500
"403416","005","425239",30520500
"403418","005","425239",107706000
"403419","005","425239",401484500
"403420","005","425239",74259000
"403421","005","425239",150771000
"403422","005","425239",15889500
"403424","005","425239",9907500
"403425","005","425239",44214000
"403426","005","425239",9501000
"403427","005","425239",15946000
"403428","005","425239",6073500
"403429","005","425239",2583000
"403430","005","425239",4353500
"403431","005","425239",12389500
"403433","005","425239",5130500
"403434","005","425239",6161500
"403435","005","425239",3416000
"417658","005","425239",24520500
"417705","005","425239",6200000
"417723","005","425239",12244500
"417845","005","425239",14524000
"417851","005","425239",74205500
"440713","005","425239",740000
"440729","005","425239",80000
"440735","005","425239",130000
"440741","005","425239",110000
"450738","005","425239",138716000
"477203","005","425239",25424000
"477219","005","425239",7430000
"477225","005","425239",23947500
"477231","005","425239",6560000
"477250","005","425239",7680000
"477256","005","425239",17437000
"477262","005","425239",158773000
"477271","005","425239",9702000
"477293","005","425239",108473000
"477307","005","425239",16591500
"477344","005","425239",16293500
"477353","005","425239",17996000
"477369","005","425239",10918500
"477375","005","425239",9397500
"477381","005","425239",15115000
"477401","005","425239",2809000
"477402","005","425239",7780500
"526705","005","425239",8251900
"526707","005","425239",1610000
"526709","005","425239",160000
"526712","005","425239",1430000
"526713","005","425239",230000
"526715","005","425239",80000
"526717","005","425239",220000
"526719","005","425239",10000
"526721","005","425239",250000
"526723","005","425239",80000
"526726","005","425239",1605000
"526727","005","425239",130000
"526729","005","425239",1060000
"526731","005","425239",540000
"526733","005","425239",51939000
"526735","005","425239",560000
"526737","005","425239",546000
"526747","005","425239",41289600
"526751","005","425239",29466000
"526768","005","425239",49698750
"526772","005","425239",29488500
"531824","005","425239",20029500
"531831","005","425239",19320400
"531845","005","425239",5089000
"531852","005","425239",10268500
"531866","005","425239",1532500
"531873","005","425239",18511000
"539118","005","425239",2003000
"539122","005","425239",23934200
"539139","005","425239",13317000
"547658","005","425239",560000
"547662","005","425239",350000
"547679","005","425239",370000
"547683","005","425239",86968000
"547700","005","425239",95916000
"548941","005","425239",1640500
"559841","005","425239",11996500
"559858","005","425239",10458000
"559862","005","425239",4818500
"568726","005","425239",21114500
"576250","005","425239",140000
"576254","005","425239",220000
"576261","005","425239",40000
"576275","005","425239",120000
"578802","005","425239",3913645
"578819","005","425239",10832900
"578823","005","425239",23917550
"578840","005","425239",7591500
"578844","005","425239",10406900
"578851","005","425239",14429500
"578865","005","425239",19170950
"578872","005","425239",7622500
"578886","005","425239",6985500
"604720","005","425239",359751951
"604724","005","425239",315715500
"604731","005","425239",361713500
"604745","005","425239",10457000
"604752","005","425239",9100000
"604766","005","425239",22713000
"604773","005","425239",27792000
"613520","005","425239",138299700
"614671","005","425239",12204500
"614685","005","425239",25023000
"614692","005","425239",41553000
"614707","005","425239",183277000
"614711","005","425239",102929000
"614728","005","425239",69772000
"614732","005","425239",14137500
"614770","005","425239",7939500
"614774","005","425239",12818000
"614781","005","425239",339000
"614884","005","425239",7819000
"614891","005","425239",12322000
"626157","005","425239",82894500
"631980","005","425239",973500
"631983","005","425239",27724000
"632000","005","425239",26724500
"632002","005","425239",45796000
"632019","005","425239",16637000
"632023","005","425239",14519500
"632040","005","425239",7142000
"632044","005","425239",51339500
"632052","005","425239",23077500
"632065","005","425239",1689000
"652021","005","425239",23244000
"652035","005","425239",27712500
"652042","005","425239",132102000
"652056","005","425239",26386000
"652063","005","425239",169801000
"652077","005","425239",43841500
"652081","005","425239",28637500
"652098","005","425239",39525500
"652103","005","425239",9958000
"652120","005","425239",25968500
"652124","005","425239",12038500
"652131","005","425239",11502000
"653459","005","425239",27854000
"662973","005","425239",12602500
"662987","005","425239",20481000
"662991","005","425239",18911000
"663006","005","425239",20879000
"663013","005","425239",17437000
"663027","005","425239",30806500
"663031","005","425239",11040000
"663048","005","425239",19731500
"663052","005","425239",18354500
"663399","005","425239",6554500
"663404","005","425239",500000
"663712","005","425239",0
"664523","005","425239",740000
"664540","005","425239",1050000
"670185","005","425239",10691500
"670192","005","425239",17994000
"670211","005","425239",38350500
"670228","005","425239",13821000
"670232","005","425239",9350000
"670249","005","425239",6022000
"672911","005","425239",41570500
"672928","005","425239",18462000
"672932","005","425239",15079000
"672949","005","425239",9387000
"672953","005","425239",13227000
"672970","005","425239",5815500
"672981","005","425239",16627000
"672995","005","425239",8232500
"673010","005","425239",12075500
"673014","005","425239",15552000
"673021","005","425239",26892500
"673035","005","425239",19364000
"673042","005","425239",3233500
"673056","005","425239",6428000
"679426","005","425239",14355000
"681440","005","425239",15092000
"681444","005","425239",22517500
"682172","005","425239",3083000
"682186","005","425239",21704000
"682275","005","425239",0
"682282","005","425239",3845500
"689969","005","425239",9934500
"689973","005","425239",0
"689980","005","425239",7366000
"689994","005","425239",15550500
"690019","005","425239",21617500
"690023","005","425239",110782500
"690030","005","425239",47776500
"690072","005","425239",23802500
"690086","005","425239",20825500
"690090","005","425239",16457000
"690108","005","425239",22210500
"690112","005","425239",17640000
"690129","005","425239",14599000
"690133","005","425239",10405500
"690140","005","425239",44203000
"690154","005","425239",16296000
"690175","005","425239",19418000
"690182","005","425239",5052500
"690197","005","425239",6850500
"690202","005","425239",16601000
"098675","005","425764",0
"099045","005","425764",63000
"099083","005","425764",878
"099106","005","425764",360
"099168","005","425764",51
"099195","005","425764",198662
"099249","005","425764",32532
"099253","005","425764",74
"099334","005","425764",0
"099362","005","425764",12823000
"099821","005","425764",1993650
"099863","005","425764",10
"400371","005","425764",38687208
"400504","005","425764",931552
"401971","005","425764",1918
"526722","005","425764",2842
"673021","005","425764",1
"526722","005","425765",3478
"400653","005","425791",4650000
"402236","005","425791",900000
"403061","005","425791",5000000
"403077","005","425791",5000000
"097645","005","425811",112787
"097687","005","425811",203685
"098612","005","425811",2779440
"099422","005","425811",95854058
"099638","005","425811",49691605
"400512","005","425811",7767567
"400766","005","425811",66400
"401902","005","425811",7446000
"401926","005","425811",11541000
"401934","005","425811",698600
"652102","005","425811",3853200
"663712","005","425811",700000
"004028","005","425911",384262348
"097450","005","425911",248800000
"097488","005","425911",12600000
"097514","005","425911",71
"097560","005","425911",76
"097577","005","425911",12319600
"097598","005","425911",36108718
"097610","005","425911",50
"097713","005","425911",3388140
"097762","005","425911",10000000
"097830","005","425911",185021
"097929","005","425911",2242743
"097933","005","425911",3392900
"097954","005","425911",288
"097961","005","425911",47
"097982","005","425911",16
"098078","005","425911",185080
"098111","005","425911",108
"098132","005","425911",598
"098188","005","425911",36
"098235","005","425911",185150
"098260","005","425911",83
"098352","005","425911",52
"098565","005","425911",40
"098675","005","425911",185290
"098682","005","425911",90
"098701","005","425911",209
"098811","005","425911",491500
"098832","005","425911",6736488
"098895","005","425911",189000
"098938","005","425911",1329
"098963","005","425911",370244
"099091","005","425911",4477333
"099162","005","425911",0
"099176","005","425911",185050
"099197","005","425911",150
"099290","005","425911",148000
"099375","005","425911",1099770
"099382","005","425911",1112
"099471","005","425911",185000
"099532","005","425911",15600
"099553","005","425911",136
"099560","005","425911",126
"099670","005","425911",555100
"099710","005","425911",545050
"099752","005","425911",485050
"099773","005","425911",766740
"099794","005","425911",123
"099837","005","425911",51
"099862","005","425911",44
"099890","005","425911",11
"099905","005","425911",1035
"099930","005","425911",64
"099947","005","425911",117
"099951","005","425911",1724
"099968","005","425911",92
"099989","005","425911",327
"099993","005","425911",360167
"307232","005","425911",9
"307452","005","425911",1086000
"307509","005","425911",4048108
"307541","005","425911",18
"307580","005","425911",280800000
"307796","005","425911",87
"307822","005","425911",48
"307928","005","425911",132
"307949","005","425911",596848
"400007","005","425911",288
"400110","005","425911",105400
"400132","005","425911",68
"400141","005","425911",13027300
"400163","005","425911",108
"400172","005","425911",84
"400208","005","425911",2220650
"400214","005","425911",200
"400220","005","425911",406
"400239","005","425911",210000
"400245","005","425911",723
"400342","005","425911",3182586
"400364","005","425911",58182732
"400389","005","425911",50
"400430","005","425911",220200
"400452","005","425911",54
"400483","005","425911",2700000
"400492","005","425911",48
"400503","005","425911",185000
"400580","005","425911",50
"400616","005","425911",42
"400678","005","425911",134
"400729","005","425911",962045
"400832","005","425911",200
"400891","005","425911",180
"400998","005","425911",925000
"401106","005","425911",777
"401152","005","425911",1257500
"401199","005","425911",255
"401262","005","425911",985876
"401322","005","425911",421
"401338","005","425911",129
"401390","005","425911",196
"401410","005","425911",500
"401472","005","425911",56
"401539","005","425911",160
"401591","005","425911",440000
"401602","005","425911",555100
"401777","005","425911",1775
"401886","005","425911",37
"401892","005","425911",180092
"401905","005","425911",4441089
"401907","005","425911",0
"401913","005","425911",13
"401915","005","425911",555000
"401916","005","425911",35150
"401918","005","425911",789000
"401920","005","425911",0
"401926","005","425911",50
"401927","005","425911",185000
"401944","005","425911",42
"401955","005","425911",185000
"401962","005","425911",16026800
"401967","005","425911",12
"402123","005","425911",4445694
"402318","005","425911",740162
"402355","005","425911",6305250
"402356","005","425911",0
"402361","005","425911",1060
"402370","005","425911",148
"402681","005","425911",420
"402964","005","425911",300
"403052","005","425911",128
"403083","005","425911",74
"440734","005","425911",24
"450737","005","425911",388
"477230","005","425911",18
"477261","005","425911",185000
"477306","005","425911",15
"526711","005","425911",805450
"526722","005","425911",108
"526746","005","425911",172
"531830","005","425911",500
"531844","005","425911",1
"531872","005","425911",252
"547678","005","425911",62
"568725","005","425911",46
"576249","005","425911",200
"578843","005","425911",370000
"578885","005","425911",72150
"604723","005","425911",16
"610378","005","425911",185050
"614706","005","425911",247000
"614773","005","425911",21
"626156","005","425911",4754370
"652076","005","425911",305
"652130","005","425911",136
"663026","005","425911",21
"663030","005","425911",1751
"663051","005","425911",37000
"663136","005","425911",509
"663157","005","425911",46724471
"672952","005","425911",250000
"681422","005","425911",386050
"097556","005","425912",5145000
"097720","005","425912",1850000
"098281","005","425912",2239704
"098434","005","425912",3479121
"099052","005","425912",2700000
"099073","005","425912",4250000
"099095","005","425912",250000
"099181","005","425912",9916000
"099219","005","425912",6983000
"099220","005","425912",3929000
"099254","005","425912",1370000
"099362","005","425912",1500000
"309059","005","425912",75000
"400342","005","425912",1620000
"400364","005","425912",2176200
"400410","005","425912",19360000
"400690","005","425912",650000
"400735","005","425912",10870000
"400781","005","425912",1200000
"400833","005","425912",5163000
"401107","005","425912",40000
"401426","005","425912",6010000
"401582","005","425912",9700504
"401602","005","425912",1960000
"401664","005","425912",662500
"402995","005","425912",1666100
"548940","005","425912",11216020
"559861","005","425912",20000
"610378","005","425912",107647725
"632064","005","425912",24152000
"652062","005","425912",250000
"663122","005","425912",2582730
"663157","005","425912",1457625300
"673013","005","425912",20000
"098104","005","425913",145092418
"098167","005","425913",17684937
"400220","005","425913",317836837
"401887","005","425913",4161508839
"401903","005","425913",3538000
"401904","005","425913",4190000
"401918","005","425913",52291953
"401920","005","425913",51769354
"401934","005","425913",9559608
"401943","005","425913",193836
"401950","005","425913",50312000
"401951","005","425913",76653199
"401955","005","425913",0
"539117","005","425913",11935886
"548940","005","425913",23635063
"548941","005","425913",0
"663157","005","425913",562180705
"004011","005","425931",0
"663157","005","425931",202868895
"098277","005","425991",997770
"099600","005","425991",0
"308035","005","425991",0
"400817","005","425991",0
"401152","005","425991",0
"401958","005","425991",0
"402123","005","425991",462840
"402185","005","425991",19000000
"402191","005","425991",453940
"568725","005","425991",0
"652097","005","425991",1300000
"097450","005","425999",54000
"099507","005","425999",0
"400512","005","425999",99359
"400911","005","425999",0
"401659","005","425999",53000
"401875","005","425999",0
"402412","005","425999",73
"402452","005","425999",0
"652055","005","425999",0
"673034","005","425999",0
"006380","006","425121",0
"007208","006","425121",0
"008160","006","425121",0
"008420","006","425121",0
"008835","006","425121",28512
"632380","006","425121",25511000
"005020","006","425122",0
"005037","006","425122",114424196
"005041","006","425122",56800000
"005058","006","425122",32833111
"005062","006","425122",46143250
"005079","006","425122",9520000
"005083","006","425122",0
"005126","006","425122",2703000
"005130","006","425122",95159000
"005215","006","425122",6650000
"005388","006","425122",16500500
"005435","006","425122",47724999
"005477","006","425122",89626889
"005481","006","425122",38147000
"005498","006","425122",5777777
"005531","006","425122",36400000
"005697","006","425122",53748999
"005719","006","425122",135099999
"005751","006","425122",7889999
"005786","006","425122",0
"005840","006","425122",31018595
"005918","006","425122",38819479
"005985","006","425122",29678212
"006050","006","425122",92021544
"006245","006","425122",12479997
"006270","006","425122",20000022
"006287","006","425122",242719600
"006451","006","425122",25012344
"006472","006","425122",0
"006622","006","425122",31529549
"006842","006","425122",27467175
"006910","006","425122",30491787
"006973","006","425122",700000
"007123","006","425122",57139875
"007261","006","425122",3153859
"007275","006","425122",0
"007453","006","425122",60936664
"007460","006","425122",18028000
"007500","006","425122",35250000
"007631","006","425122",27000099
"007830","006","425122",14578000
"007868","006","425122",0
"007872","006","425122",4656000
"007957","006","425122",253000
"008107","006","425122",22555555
"008160","006","425122",26111111
"008200","006","425122",101036996
"008416","006","425122",0
"008458","006","425122",29034656
"008479","006","425122",0
"008615","006","425122",30917000
"008788","006","425122",44599998
"008792","006","425122",0
"008814","006","425122",0
"008821","006","425122",28803332
"009006","006","425122",1151999
"009073","006","425122",33899999
"009094","006","425122",77777777
"009102","006","425122",15777999
"009116","006","425122",36227000
"009272","006","425122",12031000
"009432","006","425122",0
"009500","006","425122",36929188
"009762","006","425122",136368244
"009802","006","425122",32000999
"559925","006","425122",85843233
"579241","006","425122",9820000
"626355","006","425122",1200000
"632373","006","425122",76336999
"650346","006","425122",17590000
"660024","006","425122",250000
"664386","006","425122",73594818
"664433","006","425122",44048500
"667971","006","425122",35500000
"969400","006","425122",2500000
"005016","006","425129",482000999
"005020","006","425129",0
"005037","006","425129",0
"005041","006","425129",0
"005058","006","425129",0
"005062","006","425129",0
"005079","006","425129",0
"005083","006","425129",96305000
"005090","006","425129",4915000
"005193","006","425129",0
"005236","006","425129",50488888
"005282","006","425129",5041000
"005299","006","425129",95246788
"005311","006","425129",9089000
"005367","006","425129",10333800
"005498","006","425129",355559
"005524","006","425129",567890
"006198","006","425129",5999999
"006224","006","425129",3606000
"006287","006","425129",24816000
"006380","006","425129",11234568
"006397","006","425129",2486000
"006472","006","425129",0
"006529","006","425129",0
"006596","006","425129",0
"006749","006","425129",6555000
"006753","006","425129",11777777
"006931","006","425129",8000000
"006973","006","425129",1300000
"007080","006","425129",0
"007165","006","425129",101567500
"007208","006","425129",8170070
"007261","006","425129",3900070
"007296","006","425129",7100000
"007322","006","425129",12689700
"007371","006","425129",0
"007385","006","425129",65422150
"007495","006","425129",4571000
"007500","006","425129",1780000
"007517","006","425129",0
"007538","006","425129",17722067
"007570","006","425129",5450000
"007673","006","425129",16583000
"007737","006","425129",505600
"007741","006","425129",4928517
"007812","006","425129",16050000
"007851","006","425129",0
"007893","006","425129",23050000
"008149","006","425129",510000
"008160","006","425129",100000
"008221","006","425129",6530009
"008420","006","425129",3000000
"008479","006","425129",0
"008512","006","425129",1100000
"008678","006","425129",35678999
"008771","006","425129",0
"008792","006","425129",0
"008800","006","425129",0
"009141","006","425129",24345554
"009378","006","425129",31501000
"009734","006","425129",2788888
"626362","006","425129",1408000
"632373","006","425129",0
"650311","006","425129",0
"650332","006","425129",1200000
"664351","006","425129",73285999
"673673","006","425129",18999999
