"KDSATKER","KDDEPT","KDAKUN","REALISASI"
"299957","025","425911",1667303
"299958","025","425911",6019458
"299959","025","425911",1618255
"299962","025","425911",350600
"299999","025","425911",7431
"307140","025","425911",555684
"307314","025","425911",19554050
"307335","025","425911",130356000
"307381","025","425911",11000000
"307665","025","425911",48596739
"307740","025","425911",540
"307843","025","425911",8707452
"307850","025","425911",5266523
"307995","025","425911",65017600
"308056","025","425911",9397203
"308077","025","425911",16537775
"308098","025","425911",46125300
"308145","025","425911",983
"308220","025","425911",5181100
"308681","025","425911",4342100
"308894","025","425911",11208500
"320010","025","425911",4469378
"320074","025","425911",5921080
"352540","025","425911",959414
"352546","025","425911",420
"352548","025","425911",5770140
"352591","025","425911",2841820
"416289","025","425911",183019679
"416295","025","425911",11880610
"416296","025","425911",6000000
"416315","025","425911",20916
"416319","025","425911",1696860
"416321","025","425911",2210190
"416324","025","425911",7001480
"416325","025","425911",1442645
"416326","025","425911",124463
"416327","025","425911",29060
"416329","025","425911",116165
"416330","025","425911",740000
"416331","025","425911",770675
"416332","025","425911",14959200
"416333","025","425911",4816800
"416334","025","425911",17250000
"416346","025","425911",369466
"416361","025","425911",26551566
"416377","025","425911",724
"416378","025","425911",25943405
"416383","025","425911",34100752
"416385","025","425911",980600
"416392","025","425911",703751
"416393","025","425911",8128546
"416394","025","425911",9048796
"416395","025","425911",743785
"416434","025","425911",17522596
"416459","025","425911",933574
"416496","025","425911",16977532
"416562","025","425911",76059562
"416578","025","425911",3389386
"416610","025","425911",15225086
"416631","025","425911",773000
"416635","025","425911",442820
"416636","025","425911",11351396
"416637","025","425911",676000
"416638","025","425911",296000
"416650","025","425911",2207273
"416666","025","425911",1233250
"416668","025","425911",4049204
"416672","025","425911",5060114
"416697","025","425911",10550644
"416717","025","425911",47
"416732","025","425911",658
"416733","025","425911",106250
"416750","025","425911",1237200
"416754","025","425911",3219519
"416805","025","425911",2380
"416807","025","425911",21940650
"416811","025","425911",371587
"416842","025","425911",4753
"416843","025","425911",2729890
"416844","025","425911",1000000
"416873","025","425911",745065
"416875","025","425911",18278316
"416902","025","425911",52433265
"416903","025","425911",25342133
"416904","025","425911",164220
"416905","025","425911",338580
"416918","025","425911",372238
"416919","025","425911",7197000
"416920","025","425911",1853950
"416924","025","425911",382415
"416949","025","425911",170745
"416950","025","425911",798840
"416951","025","425911",215040
"416954","025","425911",245535
"416955","025","425911",888
"416961","025","425911",513876
"416970","025","425911",1089970
"416975","025","425911",70300
"417012","025","425911",9380821
"417037","025","425911",627
"417046","025","425911",9000000
"417047","025","425911",246050
"417054","025","425911",35928500
"417068","025","425911",3020544
"417069","025","425911",3930300
"417070","025","425911",24693360
"417080","025","425911",15175
"417081","025","425911",3118384
"417082","025","425911",203000
"417099","025","425911",17572493
"417131","025","425911",2040817
"417140","025","425911",192
"417146","025","425911",9993600
"417162","025","425911",36
"417187","025","425911",462
"417207","025","425911",1407
"417213","025","425911",3284169
"417214","025","425911",4241500
"417215","025","425911",5668987
"417216","025","425911",629710
"417218","025","425911",199155
"417219","025","425911",130380
"417281","025","425911",1669918
"417283","025","425911",3907702
"417284","025","425911",5056765
"417285","025","425911",189785
"417287","025","425911",150275
"417310","025","425911",82
"417326","025","425911",456
"417372","025","425911",2664272
"417394","025","425911",4001
"417414","025","425911",7006478
"417420","025","425911",7452921
"417447","025","425911",562533
"417450","025","425911",536850
"417453","025","425911",69810
"417491","025","425911",261730
"417492","025","425911",2329350
"417493","025","425911",183240
"417494","025","425911",37000
"417498","025","425911",56300
"417502","025","425911",1623146
"417511","025","425911",4858093
"417558","025","425911",9779831
"417595","025","425911",131365794
"417596","025","425911",887100
"417597","025","425911",1560690
"417598","025","425911",615160
"417599","025","425911",222570
"417600","025","425911",67550
"417601","025","425911",174755
"417602","025","425911",711955
"417609","025","425911",12825435
"417610","025","425911",19617968
"417611","025","425911",22727510
"417613","025","425911",1541095
"417617","025","425911",222390
"417621","025","425911",134047
"417630","025","425911",1523256
"417631","025","425911",5069142
"417632","025","425911",2430426
"417634","025","425911",6174400
"417637","025","425911",215743
"417683","025","425911",1908913
"417684","025","425911",5417200
"417685","025","425911",8437700
"417690","025","425911",623000
"417698","025","425911",1927575
"417699","025","425911",8208390
"417700","025","425911",7699910
"417701","025","425911",455450
"417702","025","425911",70300
"417714","025","425911",510073
"417715","025","425911",859838
"417716","025","425911",82000
"417717","025","425911",640948
"417718","025","425911",422495
"417734","025","425911",2538200
"417735","025","425911",2493000
"417765","025","425911",5523132
"417766","025","425911",20715541
"417767","025","425911",52899700
"417773","025","425911",1414391
"417791","025","425911",51830
"417792","025","425911",277495
"417800","025","425911",2634090
"417801","025","425911",2153270
"417802","025","425911",7981755
"417804","025","425911",454265
"417805","025","425911",148000
"417806","025","425911",43920
"417807","025","425911",1434000
"417816","025","425911",2363
"417822","025","425911",1334421
"417831","025","425911",15845405
"417832","025","425911",6005986
"417833","025","425911",591280
"417834","025","425911",78395
"417835","025","425911",49785
"417853","025","425911",1277430
"417858","025","425911",13757805
"417859","025","425911",2108000
"417860","025","425911",4550000
"417862","025","425911",7494607
"417878","025","425911",4900900
"417884","025","425911",52643773
"417890","025","425911",376
"417904","025","425911",49588704
"417906","025","425911",421800
"417981","025","425911",3370
"418001","025","425911",1292775
"418003","025","425911",209400
"418032","025","425911",875
"418091","025","425911",2482902
"418111","025","425911",35962108
"418112","025","425911",369290
"418113","025","425911",938990
"418116","025","425911",96215
"418117","025","425911",136530
"418118","025","425911",949615
"418120","025","425911",1417306
"418121","025","425911",4873085
"418122","025","425911",424720
"418123","025","425911",82975
"418127","025","425911",175010
"418128","025","425911",511
"418136","025","425911",2019482
"418142","025","425911",391140
"418143","025","425911",644385
"418144","025","425911",660960
"418145","025","425911",66380
"418148","025","425911",164220
"418151","025","425911",2224
"418173","025","425911",3751
"418182","025","425911",501018
"418198","025","425911",12141200
"418199","025","425911",1150376
"418200","025","425911",886058
"418201","025","425911",1475900
"418202","025","425911",23471151
"418203","025","425911",18905
"418206","025","425911",292310
"418207","025","425911",27615595
"418208","025","425911",32163325
"418213","025","425911",1229190
"418249","025","425911",453
"418255","025","425911",140
"418261","025","425911",130
"418262","025","425911",2927000
"418288","025","425911",11467681
"418293","025","425911",8000000
"418325","025","425911",3719100
"418352","025","425911",3211993
"418353","025","425911",622140
"418354","025","425911",3069500
"418355","025","425911",22755
"418359","025","425911",762350
"418400","025","425911",3167636
"418425","025","425911",1773
"418456","025","425911",371892
"418477","025","425911",4472523
"418487","025","425911",74
"418507","025","425911",2432
"418539","025","425911",1192320
"418569","025","425911",476
"418575","025","425911",9329631
"418577","025","425911",10905507
"418578","025","425911",183795
"418579","025","425911",302340
"418580","025","425911",665910
"418581","025","425911",5841
"418582","025","425911",159355
"418583","025","425911",1036650
"418632","025","425911",2845
"418663","025","425911",1544274
"418666","025","425911",1278820
"418667","025","425911",10610765
"418670","025","425911",125640
"418671","025","425911",62325
"418672","025","425911",2751310
"418673","025","425911",614755
"418694","025","425911",1054
"418714","025","425911",2897
"418740","025","425911",725620
"418751","025","425911",283377
"418760","025","425911",241
"418776","025","425911",719
"418777","025","425911",235600
"418788","025","425911",19602678
"418791","025","425911",368
"418802","025","425911",198
"418811","025","425911",1961
"418827","025","425911",2406229
"418842","025","425911",88059284
"418843","025","425911",2268000
"418849","025","425911",201270
"418858","025","425911",222689
"418859","025","425911",5089932
"418860","025","425911",23453358
"418861","025","425911",794550
"418885","025","425911",17597360
"418887","025","425911",258
"418889","025","425911",957010
"418890","025","425911",4548878
"418891","025","425911",666415
"418893","025","425911",29280
"418899","025","425911",232
"418902","025","425911",442
"418903","025","425911",100
"418904","025","425911",30
"418906","025","425911",68
"418911","025","425911",2603
"418916","025","425911",75
"418918","025","425911",18
"418920","025","425911",4070112
"418921","025","425911",2131
"418928","025","425911",55
"418930","025","425911",1112380
"418952","025","425911",152
"419012","025","425911",419000
"419065","025","425911",2127
"419071","025","425911",75245
"419116","025","425911",3413048
"419117","025","425911",1815735
"419118","025","425911",2043955
"419123","025","425911",358825
"419178","025","425911",955
"419180","025","425911",6684672
"419188","025","425911",4301573
"419190","025","425911",347
"419196","025","425911",16200000
"419235","025","425911",3822226
"419281","025","425911",406881
"419282","025","425911",1298775
"419283","025","425911",18894465
"419301","025","425911",772
"419323","025","425911",808
"419360","025","425911",3885921
"419366","025","425911",427415457
"419368","025","425911",34100
"419405","025","425911",3187
"419406","025","425911",2199000
"419411","025","425911",3567
"419420","025","425911",2493375
"419421","025","425911",7328610
"419422","025","425911",11256107
"419425","025","425911",745670
"419436","025","425911",292
"419467","025","425911",133
"419530","025","425911",1110629
"419549","025","425911",1500
"419551","025","425911",796795
"419555","025","425911",9461869
"419561","025","425911",6311
"419586","025","425911",446
"419594","025","425911",6238915
"419612","025","425911",1024910
"419613","025","425911",2565535
"419614","025","425911",1171825
"419621","025","425911",1844656
"419680","025","425911",43219877
"419681","025","425911",2548100
"419699","025","425911",370280
"419700","025","425911",4861327
"419719","025","425911",742298
"419740","025","425911",572
"419790","025","425911",11905805
"419791","025","425911",2086440
"419813","025","425911",4026
"419815","025","425911",19239216
"419822","025","425911",1186
"419838","025","425911",4507449
"419844","025","425911",2696400
"419850","025","425911",9827558
"419851","025","425911",243680
"419852","025","425911",4030230
"419855","025","425911",2138375
"419857","025","425911",81730
"419869","025","425911",91136
"419870","025","425911",387430
"419874","025","425911",312786
"419877","025","425911",107190
"419901","025","425911",720
"419910","025","425911",636
"419926","025","425911",217
"419927","025","425911",710000
"419931","025","425911",109000
"419932","025","425911",2208250
"419941","025","425911",486
"419957","025","425911",5800796
"419963","025","425911",3611
"419988","025","425911",13110
"419994","025","425911",9882
"423109","025","425911",1109
"423146","025","425911",38390919
"423177","025","425911",1344
"423183","025","425911",514
"423187","025","425911",178200
"423192","025","425911",109
"423203","025","425911",1009
"423237","025","425911",300000
"423240","025","425911",122076
"423265","025","425911",30
"423280","025","425911",8745200
"423282","025","425911",2775050
"423285","025","425911",1859650
"423288","025","425911",2808700
"423347","025","425911",1124
"423350","025","425911",6800000
"423353","025","425911",20
"423384","025","425911",1636
"423404","025","425911",190000
"423450","025","425911",741171
"423501","025","425911",129738469
"423523","025","425911",45468787
"423532","025","425911",86765663
"423548","025","425911",31611275
"423611","025","425911",55349351
"423620","025","425911",83389173
"423636","025","425911",15365000
"423642","025","425911",54933144
"423651","025","425911",40163523
"423755","025","425911",131799788
"423770","025","425911",77416792
"423786","025","425911",46332535
"423792","025","425911",70634356
"423812","025","425911",29596583
"423821","025","425911",43173197
"423837","025","425911",23071907
"423925","025","425911",179200856
"424007","025","425911",118542955
"424013","025","425911",37925300
"424050","025","425911",63771203
"424069","025","425911",46008895
"424075","025","425911",26708066
"424157","025","425911",12069430
"424188","025","425911",107654213
"424208","025","425911",55757000
"424245","025","425911",444000
"424260","025","425911",10839885
"424302","025","425911",37813013
"424327","025","425911",64671837
"424389","025","425911",182000
"424503","025","425911",3350000
"425049","025","425911",5461420
"425322","025","425911",925147
"425338","025","425911",370088
"425344","025","425911",374965
"425350","025","425911",203
"425375","025","425911",8045066
"425381","025","425911",4082134
"425390","025","425911",1376758
"425401","025","425911",13603250
"425457","025","425911",1528700
"425576","025","425911",1226422
"426179","025","425911",4128958
"426185","025","425911",6187097
"426191","025","425911",54590974
"426201","025","425911",300
"426211","025","425911",2087928
"426267","025","425911",12027386
"426273","025","425911",700000
"426282","025","425911",286246298
"426298","025","425911",29021277
"426302","025","425911",27789269292
"426318","025","425911",84769708
"439491","025","425911",38781159
"440491","025","425911",845607
"440492","025","425911",1856950
"440493","025","425911",375106
"440494","025","425911",418200
"440495","025","425911",160905
"440496","025","425911",87840
"440527","025","425911",172
"440551","025","425911",216662
"440552","025","425911",267615
"440553","025","425911",1553215
"440559","025","425911",546995
"440595","025","425911",7435
"440609","025","425911",784
"440646","025","425911",184
"440652","025","425911",1216
"440661","025","425911",348
"440667","025","425911",26
"440683","025","425911",370474
"445300","025","425911",4877500
"445319","025","425911",32338665
"445327","025","425911",3900000
"445372","025","425911",60318431113
"447821","025","425911",2777
"447823","025","425911",6863465
"447843","025","425911",4995521
"506600","025","425911",6500300
"506616","025","425911",257
"506622","025","425911",6062881
"506623","025","425911",866840
"506624","025","425911",4236494
"506627","025","425911",187805
"537110","025","425911",7806112
"547512","025","425911",339
"547528","025","425911",3000000
"547601","025","425911",54206928
"552755","025","425911",18678500
"552762","025","425911",19790236
"553519","025","425911",0
"554031","025","425911",2586300
"554340","025","425911",970176
"568512","025","425911",7
"568514","025","425911",20412965
"568526","025","425911",1666345
"568532","025","425911",2179000
"568536","025","425911",28131408
"572615","025","425911",1248250
"572792","025","425911",600000
"573797","025","425911",840000
"575659","025","425911",5
"575862","025","425911",2721000
"575912","025","425911",1536350
"576075","025","425911",3496178
"576118","025","425911",7288200
"579323","025","425911",185000
"596113","025","425911",110000
"598422","025","425911",4455905
"603383","025","425911",542500
"603493","025","425911",16262300
"604840","025","425911",11792509
"614418","025","425911",7564600
"614905","025","425911",271
"614907","025","425911",1000000
"614912","025","425911",715
"614915","025","425911",109096100
"614926","025","425911",10
"614934","025","425911",7865210
"614935","025","425911",10217370
"614949","025","425911",269800
"614951","025","425911",180
"614972","025","425911",1794
"614979","025","425911",233000
"622550","025","425911",1111066
"622564","025","425911",880694
"622565","025","425911",3057250
"622566","025","425911",1961082
"622567","025","425911",99570
"622568","025","425911",111010
"622574","025","425911",13615760
"622632","025","425911",371413
"622649","025","425911",11357691
"622653","025","425911",1548
"622660","025","425911",1595190
"622664","025","425911",1124855
"622665","025","425911",253105
"622666","025","425911",320465
"622667","025","425911",25915
"630994","025","425911",384
"632085","025","425911",6390481
"635244","025","425911",1274270
"635245","025","425911",2577900
"635246","025","425911",139270
"635249","025","425911",58560
"635265","025","425911",1543
"635272","025","425911",1247
"635290","025","425911",1094
"635293","025","425911",1660250
"635312","025","425911",817
"635327","025","425911",6138615
"635328","025","425911",6669675
"635329","025","425911",147680
"635330","025","425911",3646600
"635334","025","425911",1723215
"635340","025","425911",981033
"635354","025","425911",2194
"635361","025","425911",512
"635375","025","425911",648
"635418","025","425911",264
"635422","025","425911",444
"635439","025","425911",740200
"648631","025","425911",1104
"648633","025","425911",1425000
"648651","025","425911",152000
"648652","025","425911",25921007
"650037","025","425911",2271
"650041","025","425911",471
"650062","025","425911",912
"650083","025","425911",11663800
"650105","025","425911",2817
"650112","025","425911",3700598
"650126","025","425911",3435
"650128","025","425911",872000
"650131","025","425911",5000000
"650147","025","425911",370357
"650149","025","425911",773300
"650151","025","425911",2751
"653636","025","425911",294
"653639","025","425911",6009940
"653640","025","425911",5250
"653657","025","425911",1111984
"653661","025","425911",373386
"653662","025","425911",6291125
"653678","025","425911",655
"653682","025","425911",74960
"653699","025","425911",1268000
"653700","025","425911",335000
"653701","025","425911",7794000
"653705","025","425911",222000
"653725","025","425911",342
"653732","025","425911",1921695
"653733","025","425911",5852265
"653734","025","425911",1591512
"653735","025","425911",273650
"653750","025","425911",1541
"653792","025","425911",1297254
"653821","025","425911",217
"653835","025","425911",887
"653860","025","425911",16862675
"653877","025","425911",501
"653881","025","425911",2008
"653898","025","425911",8
"661406","025","425911",1000000
"662614","025","425911",91468834
"663928","025","425911",9425398
"663953","025","425911",1124
"663960","025","425911",1296
"663995","025","425911",189862
"663996","025","425911",417000
"664000","025","425911",727
"664042","025","425911",740539
"664056","025","425911",192
"664077","025","425911",736180
"664078","025","425911",269000
"664080","025","425911",148000
"664081","025","425911",52
"664098","025","425911",64949631
"664103","025","425911",16233000
"664110","025","425911",120
"664112","025","425911",2493000
"664170","025","425911",1304
"664213","025","425911",896
"664214","025","425911",1000000
"664770","025","425911",64922945
"664784","025","425911",796803
"666489","025","425911",740916
"666493","025","425911",960
"666501","025","425911",2378
"673076","025","425911",4171200
"680331","025","425911",16346460
"680519","025","425911",34175500
"681471","025","425911",380110
"681485","025","425911",3436
"681492","025","425911",494328
"681731","025","425911",26644708
"681769","025","425911",204
"681930","025","425911",10251635
"681989","025","425911",390
"690222","025","425911",2220550
"888028","025","425911",18
"888034","025","425911",5176981
"888040","025","425911",7100980
"022208","025","425912",12000
"035156","025","425912",14000
"060728","025","425912",32665300
"121111","025","425912",11403750
"130202","025","425912",4803200
"131520","025","425912",10420675
"181217","025","425912",1692000
"190247","025","425912",2500000
"297950","025","425912",3600000
"298362","025","425912",16120000
"298376","025","425912",300000
"298430","025","425912",7480671
"298529","025","425912",5965500
"298906","025","425912",2615000
"298980","025","425912",12463000
"299053","025","425912",1692000
"299078","025","425912",86850000
"299128","025","425912",0
"299129","025","425912",6840000
"299171","025","425912",49320000
"299173","025","425912",41800
"299176","025","425912",29535000
"299177","025","425912",90946200
"299179","025","425912",5700000
"299182","025","425912",7296000
"299184","025","425912",6173544
"299188","025","425912",200000
"299190","025","425912",16777250
"299192","025","425912",2239000
"299221","025","425912",4820000
"299225","025","425912",21720000
"299227","025","425912",1000000
"299228","025","425912",0
"299275","025","425912",350000
"299323","025","425912",2184225
"299371","025","425912",1201250
"299720","025","425912",1338000
"307157","025","425912",40454693
"307267","025","425912",660000
"307314","025","425912",325100
"307335","025","425912",63185388
"307381","025","425912",2198799
"307665","025","425912",32386368
"307740","025","425912",27195000
"308056","025","425912",401303092
"308077","025","425912",94598099
"308098","025","425912",105036203
"308234","025","425912",87920450
"308241","025","425912",17962500
"308276","025","425912",32900000
"308319","025","425912",3600000
"308759","025","425912",1710000
"308920","025","425912",1975000
"309023","025","425912",6370000
"309044","025","425912",13058500
"309374","025","425912",1095000
"309421","025","425912",5600000
"352542","025","425912",2000000
"352543","025","425912",4546994
"352548","025","425912",787774
"400874","025","425912",4934000
"416289","025","425912",492320885
"416295","025","425912",820254
"416311","025","425912",6263400
"416315","025","425912",2666530
"416318","025","425912",2318918
"416319","025","425912",36019682
"416324","025","425912",5002750
"416325","025","425912",12468000
"416332","025","425912",200000
"416346","025","425912",18556743
"416363","025","425912",3420000
"416377","025","425912",600000
"416378","025","425912",14106000
"416393","025","425912",15750000
"416436","025","425912",1710000
"416461","025","425912",5130000
"416498","025","425912",3630000
"416522","025","425912",3600000
"416547","025","425912",3600000
"416564","025","425912",880392000
"416592","025","425912",1710000
"416610","025","425912",1418847
"416631","025","425912",1710000
"416636","025","425912",1050000
"416674","025","425912",1710000
"416699","025","425912",1710000
"416717","025","425912",27000000
"416719","025","425912",3402000
"416733","025","425912",150000
"416806","025","425912",40500000
"416807","025","425912",1710000
"416903","025","425912",28700000
"416964","025","425912",2592500
"416973","025","425912",3402000
"417014","025","425912",18702000
"417039","025","425912",49900
"417045","025","425912",2190000
"417047","025","425912",3420000
"417054","025","425912",7052457
"417082","025","425912",3384000
"417102","025","425912",23868000
"417127","025","425912",15282000
"417133","025","425912",20430000
"417189","025","425912",8496000
"417276","025","425912",2500
"417284","025","425912",3402000
"417395","025","425912",2400000
"417396","025","425912",1710000
"417416","025","425912",6768000
"417477","025","425912",847000
"417478","025","425912",6021000
"417493","025","425912",1692000
"417680","025","425912",1600381
"417696","025","425912",177500
"417802","025","425912",159665000
"417859","025","425912",300000
"417860","025","425912",2260000
"417886","025","425912",5746000
"418003","025","425912",1710000
"418111","025","425912",40751463
"418121","025","425912",4750000
"418122","025","425912",6808500
"418128","025","425912",509500
"418184","025","425912",1710000
"418198","025","425912",3188596
"418207","025","425912",10569694
"418224","025","425912",35920000
"418230","025","425912",35837250
"418294","025","425912",1692000
"418337","025","425912",5930000
"418352","025","425912",2500883
"418370","025","425912",2320000
"418374","025","425912",1710000
"418431","025","425912",2506000
"418489","025","425912",1100000
"418493","025","425912",11184500
"418508","025","425912",500000
"418612","025","425912",3402000
"418670","025","425912",1000000
"418675","025","425912",1445000
"418688","025","425912",16187000
"418708","025","425912",10014450
"418722","025","425912",5761750
"418760","025","425912",1388596
"418833","025","425912",1710000
"418842","025","425912",1388596
"418858","025","425912",21500
"418864","025","425912",3600000
"418889","025","425912",5250000
"418894","025","425912",3300000
"419118","025","425912",10000
"419180","025","425912",9682500
"419187","025","425912",270000
"419252","025","425912",1710000
"419319","025","425912",15554916
"419366","025","425912",41099000
"419368","025","425912",337700
"419370","025","425912",170000
"419422","025","425912",1710000
"419442","025","425912",97710000
"419444","025","425912",1520000
"419469","025","425912",1710000
"419557","025","425912",638
"419594","025","425912",18900000
"419613","025","425912",150000
"419700","025","425912",1230000
"419702","025","425912",1000000
"419787","025","425912",1500000
"419791","025","425912",8814545
"419850","025","425912",1653000
"419879","025","425912",3384000
"419883","025","425912",3644420
"419887","025","425912",1710000
"419891","025","425912",2000000
"419959","025","425912",660000
"419967","025","425912",1050000
"419996","025","425912",5076000
"420024","025","425912",50000
"420077","025","425912",6350
"420078","025","425912",3297000
"420079","025","425912",6802000
"423146","025","425912",6000000
"423156","025","425912",2344423
"423205","025","425912",1000000
"423282","025","425912",19127283
"423501","025","425912",305000673
"423517","025","425912",2232155
"423523","025","425912",88757600
"423548","025","425912",45000000
"423611","025","425912",1600000
"423620","025","425912",29060850
"423636","025","425912",93463975
"423682","025","425912",1692000
"423770","025","425912",94270000
"423812","025","425912",176755500
"423821","025","425912",53018664
"423925","025","425912",53525180
"424007","025","425912",127469944
"424013","025","425912",1025000
"424069","025","425912",111168539
"424075","025","425912",36719236
"424081","025","425912",7368000
"424141","025","425912",630000
"424157","025","425912",68405012
"424172","025","425912",1692000
"424188","025","425912",84783530
"424194","025","425912",47756187
"424208","025","425912",48667955
"424214","025","425912",700000
"424239","025","425912",14172500
"424302","025","425912",2760000
"424311","025","425912",11168750
"424327","025","425912",13400000
"424333","025","425912",2100000
"424370","025","425912",5000000
"424860","025","425912",8250702
"425375","025","425912",8816180
"425457","025","425912",17336700
"425472","025","425912",746050
"425792","025","425912",0
"425834","025","425912",35791000
"425984","025","425912",5340000
"426035","025","425912",5148000
"426211","025","425912",1030151
"426238","025","425912",1810000
"426242","025","425912",47739590
"426251","025","425912",1250000
"426267","025","425912",23956045
"426273","025","425912",1190000
"426282","025","425912",709347539
"426298","025","425912",611945025
"426302","025","425912",26289059307
"426318","025","425912",42950327
"439491","025","425912",9340000
"440562","025","425912",10000
"445300","025","425912",585301683
"445319","025","425912",103442762
"445372","025","425912",215409442
"506600","025","425912",21850000
"506623","025","425912",12975000
"537060","025","425912",11939308
"547527","025","425912",14197000
"547601","025","425912",15015000
"552755","025","425912",20841200
"552762","025","425912",6155543
"552886","025","425912",0
"553764","025","425912",2524500
"553807","025","425912",1720000
"553895","025","425912",3600000
"554113","025","425912",8385000
"554272","025","425912",1692000
"554396","025","425912",2160000
"568528","025","425912",50000
"568551","025","425912",1695313
"572615","025","425912",3000000
"572910","025","425912",34092000
"574200","025","425912",4171200
"574214","025","425912",28836000
"574235","025","425912",3420000
"574242","025","425912",1692000
"574310","025","425912",36930000
"575230","025","425912",4650000
"575418","025","425912",6030000
"575439","025","425912",1692000
"575492","025","425912",1710000
"575837","025","425912",24250
"575858","025","425912",1692000
"575879","025","425912",115900
"575993","025","425912",4962000
"576012","025","425912",12154257
"576075","025","425912",2152850
"579323","025","425912",24198000
"597778","025","425912",3600000
"597804","025","425912",3600000
"597811","025","425912",3600000
"597846","025","425912",15700000
"597871","025","425912",79200000
"598681","025","425912",1337500
"598834","025","425912",1134000
"599093","025","425912",1710000
"601700","025","425912",2895500
"601848","025","425912",1017400
"603390","025","425912",1110000
"603472","025","425912",510000
"605376","025","425912",3800000
"614553","025","425912",8191838
"614906","025","425912",0
"614915","025","425912",4415000
"622609","025","425912",1692000
"622634","025","425912",12300000
"626376","025","425912",400000
"632085","025","425912",6250000
"635327","025","425912",1696224
"635329","025","425912",203000
"635334","025","425912",255000
"635449","025","425912",8540000
"648631","025","425912",1110000
"648633","025","425912",570000
"648638","025","425912",475000
"648651","025","425912",4657890
"650132","025","425912",750000
"650149","025","425912",83142000
"653734","025","425912",5159973
"653790","025","425912",1692000
"661537","025","425912",855000
"662000","025","425912",1400000
"662131","025","425912",1710000
"662614","025","425912",28202000
"662876","025","425912",650000
"663911","025","425912",3118732
"663928","025","425912",1198904
"664078","025","425912",2500000
"664215","025","425912",1710000
"664221","025","425912",172000
"673076","025","425912",250000
"674352","025","425912",1692000
"674380","025","425912",1710000
"674601","025","425912",4509600
"675027","025","425912",1692000
"675069","025","425912",1000000
"675141","025","425912",1692000
"676441","025","425912",1692000
"676743","025","425912",5112000
"680214","025","425912",4267500
"680281","025","425912",2750000
"680345","025","425912",1692000
"681176","025","425912",3400000
"681230","025","425912",1000000
"681932","025","425912",3958000
"888034","025","425912",4879403
"888040","025","425912",1800000
"051450","025","425913",37140188
"090909","025","425913",17202902
"190247","025","425913",10000000
"260919","025","425913",50000000
"298362","025","425913",10853632
"298430","025","425913",5647327
"299085","025","425913",11700659
"299177","025","425913",22457367
"299185","025","425913",448589
"299190","025","425913",8561274
"299323","025","425913",23788749
"299328","025","425913",32439000
"299395","025","425913",6690070
"299759","025","425913",13728536
"307335","025","425913",19686827
"307381","025","425913",58425869
"307843","025","425913",43525911
"307995","025","425913",439263622
"308056","025","425913",6557500
"308077","025","425913",23890011
"352540","025","425913",5095000
"352543","025","425913",24461097
"352547","025","425913",42034042
"352548","025","425913",273927053
"416289","025","425913",140229722
"416310","025","425913",10085624
"416378","025","425913",73562000
"416380","025","425913",7362806232
"416553","025","425913",50000000
"416845","025","425913",11732000
"416903","025","425913",433119260
"416905","025","425913",30000000
"417597","025","425913",131317420
"417610","025","425913",27526865
"417631","025","425913",15366234
"417802","025","425913",16498364
"418002","025","425913",17861426
"418113","025","425913",20300000
"418148","025","425913",21000000
"418207","025","425913",100000
"418354","025","425913",101439211
"418368","025","425913",27074129
"418477","025","425913",140965681
"418494","025","425913",58160900
"418577","025","425913",4383255
"418584","025","425913",3510016
"418760","025","425913",6765184
"418762","025","425913",315685147
"418842","025","425913",19516414
"418893","025","425913",11112000
"419149","025","425913",13210000
"419319","025","425913",35000000
"419701","025","425913",3000000
"419787","025","425913",73747697
"419794","025","425913",17267206
"419852","025","425913",56163928
"419886","025","425913",1522770
"419893","025","425913",13152293
"423161","025","425913",2500000
"423399","025","425913",155000000
"423429","025","425913",100000000
"423548","025","425913",2018920918
"423636","025","425913",71578000
"423642","025","425913",4554355490
"423755","025","425913",25286355
"423770","025","425913",293388702
"423821","025","425913",200000
"423925","025","425913",16277792
"424007","025","425913",76304573
"424013","025","425913",36357000
"424050","025","425913",829188579
"424194","025","425913",153691904
"424208","025","425913",58783721
"424260","025","425913",1433814327
"424327","025","425913",1593959041
"425375","025","425913",10691350
"425390","025","425913",7155338
"426282","025","425913",5550000
"426302","025","425913",73939540
"439491","025","425913",33019553
"537482","025","425913",40000000
"547601","025","425913",570557487
"552755","025","425913",18100000
"552762","025","425913",32986277
"579323","025","425913",3500000
"614962","025","425913",16013768
"622615","025","425913",19314014
"632071","025","425913",25995000
"632085","025","425913",1500000
"648638","025","425913",900000000
"648649","025","425913",5481984
"650066","025","425913",0
"662876","025","425913",63924530
"664777","025","425913",5152019262
"675069","025","425913",350000
"426302","025","425914",0
"419469","025","425915",0
"416315","025","425916",0
"308098","025","425917",815403
"418113","025","425917",450000
"423770","025","425917",405130000
"424007","025","425917",13200000
"426302","025","425917",32726783019
"552762","025","425917",7100000
"589640","025","425917",0
"601962","025","425917",1900000
"418688","025","425918",0
"423205","025","425918",0
"424007","025","425918",0
"681176","025","425918",0
"060728","025","425921",0
"426302","025","425921",0
"416289","025","425931",2249315579
"297261","025","425991",684000
"297304","025","425991",1349000
"416321","025","425991",5872000
"416377","025","425991",32038200
"416383","025","425991",322930
"416496","025","425991",1078180
"416650","025","425991",0
"416666","025","425991",0
"416697","025","425991",5130322
"416754","025","425991",0
"417012","025","425991",0
"417140","025","425991",2864000
