"kdsatker","kddept","kdmak","thang","volume"
"005126","006","425243","2022",1.000
"005126","006","425249","2022",1.000
"005130","006","425131","2022",1.000
"005130","006","425233","2022",1.000
"005130","006","425236","2022",1.000
"005130","006","425237","2022",1.000
"005130","006","425238","2022",1.000
"005130","006","425241","2022",1.000
"005130","006","425243","2022",1.000
"005147","006","425131","2022",1.000
"005147","006","425233","2022",1.000
"005147","006","425236","2022",1.000
"005147","006","425237","2022",1.000
"005147","006","425238","2022",2.000
"005147","006","425239","2022",1.000
"005147","006","425243","2022",1.000
"005147","006","425999","2022",1.000
"005151","006","425131","2022",1.000
"005151","006","425233","2022",1.000
"005151","006","425236","2022",1.000
"005151","006","425237","2022",1.000
"005151","006","425238","2022",1.000
"005151","006","425239","2022",1.000
"005151","006","425242","2022",1.000
"005151","006","425243","2022",1.000
"005151","006","425246","2022",1.000
"005151","006","425249","2022",1.000
"005168","006","425131","2022",1.000
"005168","006","425233","2022",1.000
"005168","006","425236","2022",1.000
"005168","006","425237","2022",1.000
"005168","006","425238","2022",1.000
"005168","006","425239","2022",1.000
"005168","006","425249","2022",1.000
"005189","006","425131","2022",1.000
"005189","006","425233","2022",1.000
"005189","006","425236","2022",1.000
"005189","006","425237","2022",1.000
"005189","006","425243","2022",1.000
"005189","006","425246","2022",1.000
"005189","006","425249","2022",1.000
"005193","006","425131","2022",1.000
"005193","006","425233","2022",1.000
"005193","006","425236","2022",1.000
"005193","006","425237","2022",1.000
"005193","006","425238","2022",1.000
"005193","006","425239","2022",1.000
"005193","006","425243","2022",1.000
"005193","006","425246","2022",1.000
"005201","006","425131","2022",1.000
"005201","006","425233","2022",1.000
"005201","006","425236","2022",1.000
"005201","006","425237","2022",1.000
"005201","006","425238","2022",1.000
"005201","006","425239","2022",1.000
"005201","006","425243","2022",1.000
"005201","006","425246","2022",1.000
"005215","006","425131","2022",12.000
"005215","006","425233","2022",12000.000
"005215","006","425236","2022",10.000
"005215","006","425237","2022",12000.000
"005215","006","425243","2022",3.000
"005222","006","425131","2022",1.000
"005222","006","425233","2022",1.000
"005222","006","425236","2022",1.000
"005222","006","425237","2022",1.000
"005222","006","425238","2022",1.000
"005222","006","425239","2022",1.000
"005222","006","425249","2022",1.000
"005236","006","425131","2022",1.000
"005236","006","425233","2022",1.000
"005236","006","425236","2022",1.000
"005236","006","425237","2022",1.000
"005236","006","425238","2022",1.000
"005236","006","425239","2022",1.000
"005236","006","425241","2022",1.000
"005236","006","425243","2022",1.000
"005236","006","425246","2022",1.000
"005236","006","425249","2022",1.000
"005240","006","425131","2022",1.000
"005240","006","425233","2022",1.000
"005240","006","425236","2022",1.000
"005240","006","425237","2022",1.000
"005240","006","425238","2022",1.000
"005240","006","425241","2022",1.000
"005240","006","425243","2022",1.000
"005240","006","425248","2022",1.000
"005257","006","425131","2022",1.000
"005257","006","425233","2022",1.000
"005257","006","425236","2022",1.000
"005257","006","425237","2022",1.000
"005257","006","425238","2022",1.000
"005257","006","425243","2022",1.000
"005257","006","425249","2022",1.000
"005261","006","425131","2022",1.000
"005261","006","425233","2022",1.000
"005261","006","425236","2022",1.000
"005261","006","425237","2022",1.000
"005261","006","425238","2022",1.000
"005261","006","425243","2022",1.000
"005261","006","425249","2022",1.000
"005278","006","425131","2022",1.000
"005278","006","425233","2022",1.000
"005278","006","425236","2022",1.000
"005278","006","425237","2022",1.000
"005278","006","425238","2022",1.000
"005278","006","425239","2022",1.000
"005278","006","425243","2022",1.000
"005278","006","425249","2022",1.000
"005282","006","425131","2022",1.000
"005282","006","425233","2022",1.000
"005282","006","425236","2022",1.000
"005282","006","425237","2022",1.000
"005282","006","425238","2022",1.000
"005282","006","425239","2022",1.000
"005282","006","425249","2022",1.000
"005299","006","425131","2022",1.000
"005299","006","425233","2022",1.000
"005299","006","425236","2022",1.000
"005299","006","425237","2022",1.000
"005299","006","425238","2022",1.000
"005299","006","425243","2022",1.000
"005299","006","425249","2022",1.000
"005304","006","425131","2022",1.000
"005304","006","425911","2022",1.000
"005311","006","425131","2022",1.000
"005311","006","425233","2022",1.000
"005311","006","425236","2022",1.000
"005311","006","425237","2022",1.000
"005311","006","425238","2022",1.000
"005311","006","425249","2022",1.000
"005325","006","425131","2022",1.000
"005325","006","425233","2022",1.000
"005325","006","425236","2022",1.000
"005325","006","425237","2022",1.000
"005325","006","425238","2022",1.000
"005325","006","425249","2022",1.000
"005332","006","425131","2022",1.000
"005332","006","425233","2022",1.000
"005332","006","425236","2022",1.000
"005332","006","425237","2022",1.000
"005332","006","425238","2022",1.000
"005332","006","425249","2022",1.000
"005346","006","425131","2022",1.000
"005346","006","425233","2022",1.000
"005346","006","425236","2022",1.000
"005346","006","425237","2022",1.000
"005346","006","425238","2022",1.000
"005346","006","425249","2022",1.000
"005350","006","425131","2022",1.000
"005350","006","425233","2022",1.000
"005350","006","425236","2022",1.000
"005350","006","425237","2022",1.000
"005350","006","425238","2022",1.000
"005350","006","425249","2022",1.000
"005367","006","425131","2022",1.000
"005367","006","425233","2022",1.000
"005367","006","425236","2022",1.000
"005367","006","425237","2022",1.000
"005367","006","425238","2022",1.000
"005367","006","425249","2022",1.000
"005371","006","425131","2022",1.000
"005371","006","425233","2022",1.000
"005371","006","425236","2022",1.000
"005371","006","425237","2022",1.000
"005371","006","425238","2022",1.000
"005371","006","425249","2022",1.000
"005388","006","425131","2022",1.000
"005388","006","425233","2022",1.000
"005388","006","425236","2022",1.000
"005388","006","425237","2022",1.000
"005388","006","425238","2022",1.000
"005388","006","425249","2022",1.000
"005392","006","425131","2022",1.000
"005392","006","425233","2022",1.000
"005392","006","425236","2022",1.000
"005392","006","425237","2022",1.000
"005392","006","425238","2022",1.000
"005392","006","425249","2022",1.000
"005400","006","425131","2022",1.000
"005400","006","425233","2022",1.000
"005400","006","425236","2022",1.000
"005400","006","425237","2022",1.000
"005400","006","425238","2022",1.000
"005400","006","425249","2022",1.000
"005414","006","425131","2022",1.000
"005414","006","425233","2022",1.000
"005414","006","425236","2022",1.000
"005414","006","425237","2022",1.000
"005414","006","425238","2022",1.000
"005414","006","425249","2022",1.000
"005421","006","425131","2022",1.000
"005421","006","425233","2022",1.000
"005421","006","425236","2022",1.000
"005421","006","425237","2022",1.000
"005421","006","425238","2022",1.000
"005421","006","425249","2022",1.000
"005435","006","425131","2022",1.000
"005435","006","425233","2022",1.000
"005435","006","425236","2022",1.000
"005435","006","425237","2022",1.000
"005435","006","425238","2022",1.000
"005435","006","425249","2022",1.000
"005442","006","425131","2022",1.000
"005442","006","425233","2022",1.000
"005442","006","425236","2022",1.000
"005442","006","425237","2022",1.000
"005442","006","425238","2022",1.000
"005442","006","425249","2022",1.000
"005456","006","425131","2022",1.000
"005456","006","425233","2022",1.000
"005456","006","425236","2022",1.000
"005456","006","425237","2022",1.000
"005456","006","425238","2022",1.000
"005456","006","425249","2022",1.000
"005460","006","425131","2022",1.000
"005460","006","425233","2022",1.000
"005460","006","425236","2022",1.000
"005460","006","425237","2022",1.000
"005460","006","425238","2022",1.000
"005460","006","425249","2022",1.000
"005477","006","425131","2022",1.000
"005477","006","425233","2022",1.000
"005477","006","425236","2022",1.000
"005477","006","425237","2022",1.000
"005477","006","425238","2022",1.000
"005477","006","425249","2022",1.000
"005481","006","425131","2022",1.000
"005481","006","425233","2022",1.000
"005481","006","425236","2022",1.000
"005498","006","425131","2022",1.000
"005498","006","425233","2022",1.000
"005498","006","425236","2022",1.000
"005498","006","425237","2022",1.000
"005498","006","425238","2022",1.000
"005498","006","425249","2022",1.000
"005503","006","425131","2022",1.000
"005503","006","425233","2022",1.000
"005503","006","425236","2022",1.000
"005503","006","425237","2022",1.000
"005503","006","425238","2022",1.000
"005503","006","425249","2022",1.000
"005510","006","425131","2022",1.000
"005510","006","425233","2022",1.000
"005510","006","425236","2022",1.000
"005510","006","425237","2022",1.000
"005510","006","425238","2022",1.000
"005510","006","425249","2022",1.000
"005524","006","425131","2022",1.000
"005524","006","425233","2022",1.000
"005524","006","425236","2022",1.000
"005524","006","425237","2022",1.000
"005524","006","425238","2022",1.000
"005524","006","425249","2022",1.000
"005531","006","425131","2022",1.000
"005531","006","425233","2022",1.000
"005531","006","425236","2022",1.000
"005531","006","425237","2022",1.000
"005531","006","425238","2022",1.000
"005531","006","425249","2022",1.000
"005545","006","425131","2022",1.000
"005545","006","425233","2022",1.000
"005545","006","425236","2022",1.000
"005545","006","425237","2022",1.000
"005545","006","425238","2022",1.000
"005545","006","425249","2022",1.000
"005552","006","425131","2022",1.000
"005552","006","425233","2022",1.000
"005552","006","425236","2022",1.000
"005552","006","425237","2022",1.000
"005552","006","425238","2022",1.000
"005552","006","425249","2022",1.000
"005566","006","425131","2022",1.000
"005566","006","425233","2022",1.000
"005566","006","425236","2022",1.000
"005566","006","425237","2022",1.000
"005566","006","425238","2022",1.000
"005566","006","425249","2022",1.000
"005570","006","425131","2022",1.000
"005570","006","425233","2022",1.000
"005570","006","425236","2022",1.000
"005570","006","425237","2022",1.000
"005570","006","425238","2022",1.000
"005570","006","425249","2022",1.000
"005587","006","425131","2022",1.000
"005587","006","425233","2022",1.000
"005587","006","425236","2022",1.000
"005587","006","425237","2022",1.000
"005587","006","425238","2022",1.000
"005587","006","425249","2022",1.000
"005591","006","425131","2022",1.000
"005591","006","425233","2022",1.000
"005591","006","425236","2022",1.000
"005591","006","425237","2022",1.000
"005591","006","425238","2022",1.000
"005591","006","425249","2022",1.000
"005609","006","425131","2022",1.000
"005609","006","425233","2022",1.000
"005609","006","425236","2022",1.000
"005609","006","425237","2022",1.000
"005609","006","425238","2022",1.000
"005609","006","425249","2022",1.000
"005613","006","425131","2022",1.000
"005613","006","425233","2022",1.000
"005613","006","425236","2022",1.000
"005613","006","425237","2022",1.000
"005613","006","425238","2022",1.000
"005613","006","425249","2022",1.000
"005620","006","425131","2022",1.000
"005620","006","425233","2022",1.000
"005620","006","425236","2022",1.000
"005620","006","425237","2022",1.000
"005620","006","425238","2022",1.000
"005620","006","425249","2022",1.000
"005634","006","425131","2022",1.000
"005634","006","425233","2022",1.000
"005634","006","425236","2022",1.000
"005634","006","425237","2022",1.000
"005634","006","425238","2022",1.000
"005634","006","425249","2022",1.000
"005641","006","425131","2022",1.000
"005641","006","425233","2022",1.000
"005641","006","425236","2022",1.000
"005641","006","425237","2022",1.000
"005641","006","425238","2022",1.000
"005641","006","425249","2022",1.000
"005655","006","425131","2022",1.000
"005662","006","425122","2022",1.000
"005662","006","425129","2022",1.000
"005662","006","425238","2022",1.000
"005662","006","425246","2022",1.000
"005676","006","425122","2022",1.000
"005676","006","425131","2022",1.000
"005676","006","425233","2022",1.000
"005676","006","425243","2022",1.000
"005676","006","425246","2022",1.000
"005680","006","425131","2022",10.000
"005680","006","425233","2022",53000.000
"005680","006","425236","2022",9000000.000
"005680","006","425237","2022",4700.000
"005680","006","425238","2022",10.000
"005680","006","425249","2022",12.000
"005680","006","425911","2022",12.000
"005697","006","425131","2022",7300000.000
"005697","006","425233","2022",530000.000
"005697","006","425237","2022",270000000.000
"005697","006","425238","2022",16000000000.000
"005697","006","425243","2022",7000000.000
"005697","006","425249","2022",16000000.000
"005702","006","425131","2022",1.000
"005702","006","425233","2022",10000.000
"005702","006","425236","2022",100000.000
"005702","006","425237","2022",1000.000
"005702","006","425238","2022",10000.000
"005702","006","425243","2022",100000.000
"005702","006","425249","2022",100000.000
"005719","006","425131","2022",1.000
"005723","006","425131","2022",7881.000
"005723","006","425233","2022",4044.000
"005723","006","425236","2022",809.000
"005723","006","425237","2022",8000.000
"005723","006","425238","2022",4683.000
"005723","006","425239","2022",1000.000
"005723","006","425241","2022",1000.000
"005723","006","425242","2022",1000.000
"005723","006","425243","2022",1000.000
"005723","006","425246","2022",1000.000
"005723","006","425249","2022",1000.000
"005730","006","425131","2022",1.000
"005730","006","425233","2022",5400.000
"005730","006","425236","2022",4.000
"005730","006","425237","2022",3535.000
"005730","006","425238","2022",50.000
"005744","006","425233","2022",1.000
"005744","006","425236","2022",1.000
"005744","006","425237","2022",1.000
"005744","006","425238","2022",1.000
"005744","006","425243","2022",1.000
"005744","006","425246","2022",1.000
"005744","006","425249","2022",1.000
"005751","006","425131","2022",1.000
"005751","006","425233","2022",1.000
"005751","006","425236","2022",4.000
"005751","006","425237","2022",1.000
"005751","006","425238","2022",1.000
"005765","006","425131","2022",12.000
"005765","006","425233","2022",12.000
"005765","006","425236","2022",4.000
"005765","006","425237","2022",12.000
"005765","006","425238","2022",12.000
"005772","006","425131","2022",1.000
"005772","006","425233","2022",1.000
"005772","006","425236","2022",1.000
"005772","006","425237","2022",1.000
"005772","006","425243","2022",1.000
"005772","006","425246","2022",1.000
"005772","006","425249","2022",1.000
"005786","006","425131","2022",1.000
"005786","006","425233","2022",24732000.000
"005786","006","425236","2022",40970000.000
"005786","006","425237","2022",467690400.000
"005786","006","425238","2022",98210200.000
"005790","006","425233","2022",1.000
"005790","006","425236","2022",1.000
"005790","006","425237","2022",1.000
"005790","006","425238","2022",1.000
"005790","006","425241","2022",1.000
"005790","006","425243","2022",1.000
"005790","006","425246","2022",1.000
"005790","006","425249","2022",1.000
"005808","006","425233","2022",1466000.000
"005808","006","425236","2022",44000000.000
"005808","006","425237","2022",3080.000
"005808","006","425238","2022",144000000.000
"005812","006","425131","2022",1.000
"005812","006","425233","2022",1.000
"005812","006","425236","2022",1.000
"005812","006","425237","2022",1.000
"005812","006","425238","2022",1.000
"005812","006","425241","2022",1.000
"005812","006","425243","2022",1.000
"005812","006","425246","2022",1.000
"005812","006","425249","2022",1.000
"005829","006","425131","2022",1.000
"005829","006","425233","2022",1.000
"005829","006","425236","2022",1.000
"005829","006","425237","2022",1.000
"005829","006","425238","2022",1.000
"005833","006","425131","2022",1.000
"005833","006","425233","2022",1.000
"005833","006","425236","2022",1.000
"005833","006","425237","2022",1.000
"005833","006","425238","2022",1.000
"005840","006","425131","2022",12.000
"005840","006","425233","2022",1.000
"005840","006","425236","2022",15.000
"005840","006","425237","2022",25000.000
"005840","006","425238","2022",30.000
"005840","006","425241","2022",2.000
"005840","006","425243","2022",2.000
"005840","006","425246","2022",2.000
"005840","006","425249","2022",12.000
"005854","006","425131","2022",1.000
"005854","006","425233","2022",1.000
"005854","006","425237","2022",1.000
"005854","006","425238","2022",1.000
"005854","006","425239","2022",1.000
"005854","006","425243","2022",1.000
"005854","006","425246","2022",1.000
"005854","006","425249","2022",1.000
"005861","006","425131","2022",1.000
"005861","006","425233","2022",23000.000
"005861","006","425236","2022",46000000.000
"005861","006","425237","2022",10000.000
"005861","006","425238","2022",50.000
"005861","006","425243","2022",1.000
"005861","006","425246","2022",1.000
"005861","006","425249","2022",30.000
"005875","006","425131","2022",1.000
"005875","006","425233","2022",1.000
"005875","006","425236","2022",1.000
"005875","006","425237","2022",1.000
"005875","006","425238","2022",1.000
"005875","006","425241","2022",1.000
"005875","006","425246","2022",1.000
"005875","006","425249","2022",1.000
"005882","006","425131","2022",1.000
"005882","006","425233","2022",12350.000
"005882","006","425236","2022",15.000
"005882","006","425237","2022",12000.000
"005882","006","425238","2022",50.000
"005882","006","425243","2022",1.000
"005882","006","425246","2022",1.000
"005882","006","425249","2022",60.000
"005896","006","425233","2022",8500000.000
"005896","006","425236","2022",10000000.000
"005896","006","425237","2022",1200000000.000
"005896","006","425238","2022",50000000.000
"005896","006","425241","2022",50000000.000
"005896","006","425243","2022",100000000.000
"005896","006","425245","2022",30000000.000
"005896","006","425246","2022",50000000.000
"005896","006","425249","2022",15000000.000
"005901","006","425131","2022",10.000
"005901","006","425233","2022",10000.000
"005901","006","425236","2022",10000.000
"005901","006","425237","2022",1000.000
"005901","006","425238","2022",10000.000
"005901","006","425243","2022",10000.000
"005901","006","425246","2022",1000.000
"005901","006","425249","2022",100000.000
"005901","006","425911","2022",1.000
"005918","006","425131","2022",1.000
"005918","006","425233","2022",1.000
"005918","006","425236","2022",1.000
"005918","006","425237","2022",1.000
"005918","006","425238","2022",1.000
"005918","006","425243","2022",1.000
"005918","006","425249","2022",1.000
"005922","006","425131","2022",1.000
"005922","006","425233","2022",1.000
"005922","006","425236","2022",1.000
"005922","006","425237","2022",1.000
"005922","006","425238","2022",1.000
"005922","006","425239","2022",1.000
"005922","006","425241","2022",1.000
"005922","006","425243","2022",1.000
"005922","006","425246","2022",1.000
"005922","006","425249","2022",1.000
"005939","006","425131","2022",1077000.000
"005939","006","425233","2022",7200000.000
"005939","006","425236","2022",16258000.000
"005939","006","425237","2022",540000000.000
"005939","006","425238","2022",1000000.000
"005939","006","425241","2022",100000000.000
"005939","006","425246","2022",50000000.000
"005939","006","425249","2022",6250000.000
"005943","006","425131","2022",1.000
"005943","006","425233","2022",1.000
"005943","006","425237","2022",1.000
"005943","006","425238","2022",1.000
"005943","006","425241","2022",1.000
"005943","006","425249","2022",1.000
"005950","006","425131","2022",7.000
"005950","006","425233","2022",30000000.000
"005950","006","425236","2022",4.000
"005950","006","425237","2022",30100.000
"005950","006","425238","2022",270.000
"005950","006","425246","2022",2.000
"005950","006","425249","2022",100.000
"005964","006","425233","2022",30000.000
"005964","006","425236","2022",4.000
"005964","006","425237","2022",26000.000
"005964","006","425238","2022",110.000
"005964","006","425239","2022",150.000
"005964","006","425241","2022",2.000
"005964","006","425243","2022",3.000
"005964","006","425246","2022",1.000
"005964","006","425249","2022",50.000
"005971","006","425129","2022",1.000
"005971","006","425131","2022",1.000
"005971","006","425139","2022",1.000
"005971","006","425233","2022",1.000
"005971","006","425236","2022",1.000
"005971","006","425237","2022",1.000
"005971","006","425238","2022",1.000
"005971","006","425243","2022",1.000
"005971","006","425246","2022",1.000
"005985","006","425233","2022",9000000.000
"005985","006","425236","2022",10000000.000
"005985","006","425237","2022",550000000.000
"005985","006","425238","2022",6000000.000
"005985","006","425243","2022",50000000.000
"005985","006","425249","2022",25000000.000
"005992","006","425233","2022",32000000.000
"005992","006","425237","2022",2288000000.000
"005992","006","425238","2022",43000000.000
"005992","006","425249","2022",24500000.000
"006004","006","425131","2022",1.000
"006004","006","425233","2022",1.000
"006004","006","425236","2022",1.000
"006004","006","425237","2022",1.000
"006004","006","425238","2022",1.000
"006004","006","425249","2022",1.000
"006011","006","425131","2022",100.000
"006011","006","425233","2022",10000.000
"006011","006","425236","2022",1000.000
"006011","006","425237","2022",1000.000
"006011","006","425238","2022",10000.000
"006011","006","425246","2022",10000.000
"006011","006","425249","2022",10000.000
"006025","006","425131","2022",1.000
"006025","006","425233","2022",1.000
"006025","006","425236","2022",1.000
"006025","006","425237","2022",1.000
"006025","006","425238","2022",1.000
"006032","006","425131","2022",12.000
"006032","006","425233","2022",1.000
"006032","006","425236","2022",1.000
"006032","006","425237","2022",1.000
"006032","006","425238","2022",1.000
"006046","006","425233","2022",720.000
"006050","006","425131","2022",1.000
"006067","006","425131","2022",5301000.000
"006067","006","425233","2022",620.000
"006067","006","425236","2022",20.000
"006067","006","425237","2022",100.000
"006067","006","425238","2022",100.000
"006067","006","425239","2022",100.000
"006067","006","425243","2022",100.000
"006067","006","425246","2022",5.000
"006067","006","425249","2022",100.000
"006071","006","425131","2022",1.000
"006071","006","425233","2022",1.000
"006071","006","425236","2022",1.000
"006071","006","425237","2022",1.000
"006071","006","425238","2022",1.000
"006071","006","425239","2022",1.000
"006071","006","425243","2022",1.000
"006071","006","425246","2022",1.000
"006071","006","425249","2022",1.000
"006088","006","425122","2022",1.000
"006088","006","425129","2022",1.000
"006088","006","425131","2022",1.000
"006088","006","425139","2022",1.000
"006088","006","425233","2022",1.000
"006088","006","425236","2022",1.000
"006088","006","425237","2022",1.000
"006088","006","425238","2022",1.000
"006088","006","425239","2022",1.000
"006088","006","425241","2022",1.000
"006088","006","425242","2022",1.000
"006088","006","425243","2022",1.000
"006088","006","425244","2022",1.000
"006088","006","425245","2022",1.000
"006088","006","425246","2022",1.000
"006088","006","425247","2022",1.000
"006088","006","425248","2022",1.000
"006088","006","425249","2022",1.000
"006088","006","425911","2022",1.000
"006088","006","425912","2022",1.000
"006088","006","425913","2022",1.000
"006088","006","425999","2022",1.000
"006092","006","425131","2022",1.000
"006092","006","425233","2022",2700000.000
"006092","006","425236","2022",1.000
"006092","006","425237","2022",1.000
"006092","006","425238","2022",1.000
"006092","006","425242","2022",1.000
"006092","006","425243","2022",1.000
"006092","006","425244","2022",1.000
"006092","006","425246","2022",1.000
"006092","006","425247","2022",1.000
"006092","006","425249","2022",1.000
"006100","006","425131","2022",1.000
"006100","006","425233","2022",1.000
"006100","006","425236","2022",1.000
"006100","006","425237","2022",1.000
"006100","006","425238","2022",1.000
"006100","006","425239","2022",1.000
"006100","006","425242","2022",1.000
"006100","006","425246","2022",1.000
"006100","006","425248","2022",1.000
"006100","006","425249","2022",1.000
"006114","006","425233","2022",1.000
"006114","006","425236","2022",1.000
"006114","006","425237","2022",1.000
"006121","006","425131","2022",12.000
"006121","006","425233","2022",5050000.000
"006121","006","425236","2022",16300000.000
"006121","006","425237","2022",430000000.000
"006121","006","425241","2022",50000000.000
"006121","006","425243","2022",480000000.000
"006121","006","425246","2022",370000000.000
"006121","006","425249","2022",8000000.000
"006142","006","425122","2022",1.000
"006142","006","425131","2022",1.000
"006142","006","425233","2022",100.000
"006142","006","425236","2022",2.000
"006142","006","425238","2022",2.000
"006142","006","425239","2022",1.000
"006142","006","425241","2022",1.000
"006142","006","425243","2022",1.000
"006156","006","425131","2022",1.000
"006156","006","425233","2022",300.000
"006156","006","425236","2022",10.000
"006156","006","425237","2022",1.000
"006156","006","425238","2022",1.000
"006156","006","425239","2022",1.000
"006156","006","425241","2022",1.000
"006156","006","425243","2022",1.000
"006156","006","425245","2022",100000000.000
"006156","006","425246","2022",1.000
"006156","006","425248","2022",1.000
"006156","006","425249","2022",2.000
"006160","006","425131","2022",5500000.000
"006160","006","425233","2022",4400000.000
"006160","006","425236","2022",5500000.000
