"kdsatker","kddept","kdmak","TARGET","volume"
"119395","119","425122",0,1.000
"119415","015","425131",7649000,1.000
"119415","015","425781",400000,8.000
"119436","015","425122",114662000,1.000
"119436","015","425131",87583000,1.000
"119440","015","425131",11980000,1.000
"119440","015","425781",1150000,23.000
"119457","015","425122",89700000,1.000
"119457","015","425131",26718000,1.000
"119457","015","425781",12600000,252.000
"119461","015","425131",20766000,1.000
"119461","015","425781",1400000,28.000
"119478","015","425122",243946000,1.000
"119478","015","425131",54893000,1.000
"119478","015","425781",13200000,264.000
"119482","015","425122",7692000,1.000
"119482","015","425131",24632000,1.000
"119482","015","425781",8800000,176.000
"119499","015","425131",5045000,1.000
"119499","015","425781",7250000,145.000
"119504","015","425122",127815000,1.000
"119504","015","425131",40963000,1.000
"119504","015","425781",3200000,64.000
"119511","015","425122",16000000,16000000.000
"119511","015","425129",9000000,9000000.000
"119511","015","425131",3000000,3000000.000
"119511","015","425782",17099000000,17099000000.000
"119511","015","425784",1231000000,1231000000.000
"119511","015","425785",17648000,17648000.000
"119525","015","425131",3430000,1.000
"119525","015","425781",14050000,281.000
"119532","015","425131",56601000,1.000
"119546","015","425131",145000,1.000
"119546","015","425781",2050000,41.000
"119567","015","425122",66714000,1.000
"119567","015","425131",26362000,1.000
"119567","015","425781",2200000,44.000
"119571","015","425131",5478000,1.000
"119571","015","425781",100000,2.000
"119588","015","425131",9876000,1.000
"119588","015","425781",2600000,52.000
"119592","015","425122",53134000,1.000
"119592","015","425131",24179000,1.000
"119592","015","425781",2850000,57.000
"119600","015","425781",4550000,91.000
"119614","015","425131",1185000,1.000
"119614","015","425781",2350000,47.000
"119621","015","425122",7701000,1.000
"119621","015","425131",8496000,1.000
"119642","015","425131",15847000,1.000
"119656","015","425122",16000000,16000000.000
"119656","015","425129",9000000,9000000.000
"119656","015","425131",3500000,3500000.000
"119656","015","425782",6661000000,6661000000.000
"119656","015","425784",2587000000,2587000000.000
"119656","015","425785",31452000,31452000.000
"119660","015","425122",143370000,1.000
"119660","015","425131",91079000,1.000
"119677","015","425122",44475000,1.000
"119677","015","425131",3340000,1.000
"119677","015","425781",6100000,122.000
"119698","015","425122",38016000,1.000
"119698","015","425131",4931000,1.000
"119698","015","425781",25800000,516.000
"119703","015","425122",16000000,16000000.000
"119703","015","425129",7000000,7000000.000
"119703","015","425131",3500000,3500000.000
"119703","015","425782",1416000000,1416000000.000
"119703","015","425784",898000000,898000000.000
"119703","015","425785",3713000,3713000.000
"119710","015","425131",25614000,1.000
"119724","015","425122",16000000,16000000.000
"119724","015","425129",7000000,7000000.000
"119724","015","425131",3500000,3500000.000
"119724","015","425782",9656000000,9656000000.000
"119724","015","425784",412000000,412000000.000
"119724","015","425785",48757000,48757000.000
"119731","015","425122",21084000,1.000
"119731","015","425781",3150000,63.000
"119745","015","425122",16000000,16000000.000
"119745","015","425129",7000000,7000000.000
"119745","015","425131",7000000,7000000.000
"119745","015","425782",1255000000,1255000000.000
"119745","015","425784",459000000,459000000.000
"119745","015","425785",2646000,2646000.000
"119752","015","425122",86529000,1.000
"119752","015","425131",2832000,1.000
"119752","015","425781",2600000,52.000
"119766","015","425131",7029000,1.000
"119766","015","425781",6150000,123.000
"119770","015","425131",6709000,1.000
"119791","015","425131",37600000,1.000
"119791","015","425781",17300000,346.000
"119809","015","425122",16000000,16000000.000
"119809","015","425129",7000000,7000000.000
"119809","015","425131",3500000,3500000.000
"119809","015","425782",1823000000,1823000000.000
"119809","015","425784",440000000,440000000.000
"119809","015","425785",881000,881000.000
"119813","015","425131",2149000,1.000
"119813","015","425781",600000,12.000
"119820","015","425131",162583000,1.000
"119820","015","425781",1350000,27.000
"119834","015","425122",16000000,16000000.000
"119834","015","425129",7000000,7000000.000
"119834","015","425131",3500000,3500000.000
"119834","015","425782",783000000,783000000.000
"119834","015","425784",117000000,117000000.000
"119834","015","425785",6108000,6108000.000
"119841","015","425131",1958000,1.000
"119841","015","425781",7500000,150.000
"119855","015","425131",343000,1.000
"119855","015","425781",4750000,95.000
"119862","015","425122",22215000,1.000
"119862","015","425781",31250000,625.000
"119876","015","425122",197521000,1.000
"119876","015","425131",21840000,1.000
"119876","015","425781",3650000,73.000
"119880","015","425131",4821000,1.000
"119880","015","425781",250000,5.000
"119897","015","425131",6758000,1.000
"119897","015","425781",450000,9.000
"119902","015","425131",3720000,1.000
"119902","015","425781",1200000,24.000
"119919","015","425122",19062000,1.000
"119919","015","425131",37315000,1.000
"119919","015","425781",6400000,128.000
"119923","015","425122",516345000,1.000
"119923","015","425131",12660000,1.000
"119930","015","425131",5984000,1.000
"119930","015","425781",1250000,25.000
"119944","015","425122",21000000,21000000.000
"119944","015","425129",7000000,7000000.000
"119944","015","425131",3500000,3500000.000
"119944","015","425782",993000000,993000000.000
"119944","015","425784",1348000000,1348000000.000
"119944","015","425785",2181000,2181000.000
"119965","015","425131",118091000,1.000
"119965","015","425781",2050000,41.000
"119972","015","425122",27258000,1.000
"119972","015","425131",3143000,1.000
"119972","015","425781",9350000,187.000
"119986","015","425122",243500000,1.000
"119986","015","425131",952000,1.000
"119986","015","425781",2250000,45.000
"119990","015","425131",15057000,1.000
"119990","015","425781",14350000,287.000
"120040","018","425112",20000000,5600.000
"120040","018","425131",5000000,1.000
"120040","018","425151",117000000,3520.000
"120855","066","425699",18850000,65.000
"120917","060","425276",526925000,1.000
"121014","025","425351",1891200000,3152.000
"121019","056","425341",1021217000,11962.000
"121111","025","425351",1278000000,2130.000
"121115","054","425131",1911000,1.000
"121116","060","425276",250000000,1.000
"121212","025","425351",1188600000,1981.000
"121217","056","425341",1158200000,8680.000
"125166","015","425811",293151000,293151000.000
"129000","018","425289",2000000,1000.000
"129000","018","425691",3000000,120.000
"129065","018","425112",75000000,2500.000
"129065","018","425289",25200000,103500.000
"129065","018","425691",13500000,2700.000
"130467","060","424111",45000000000,1.000
"130470","022","425151",40000000,16.000
"130470","022","425421",1737475000,175.000
"130761","066","425699",58000000,200.000
"131111","060","425276",67800000,1.000
"131220","025","425131",50000000,1.000
"131220","025","425412",1330000000,1900.000
"137590","023","425131",3329845000,1.000
"139077","018","425112",80000000,2600.000
"139077","018","425289",10500000,1500000.000
"139077","018","425691",4200000,800.000
"145161","066","425699",8700000,30.000
"149065","018","425112",8125000,275.000
"149065","018","425289",19950000,2850000.000
"149065","018","425691",4200000,800.000
"150243","066","425699",24650000,85.000
"150751","066","425699",15950000,55.000
"150958","066","425699",23200000,80.000
"155247","024","425285",7526822000,34270.000
"159062","018","425112",250000000,8200.000
"159062","018","425289",19600000,2800000.000
"159062","018","425691",6850000,1300.000
"161211","025","425351",43200000,72.000
"165162","066","425421",7365000,14.000
"165249","066","425699",26100000,90.000
"165352","066","425699",58000000,200.000
"165441","066","425699",5800000,20.000
"169073","018","425112",30000000,1000.000
"169073","018","425252",600000,3.000
"169073","018","425289",14000000,2000000.000
"169073","018","425691",2100000,400.000
"171171","025","425351",264000000,440.000
"171175","056","425341",155399000,907.000
"171410","025","425351",192600000,321.000
"179021","018","425289",11560000,458009.000
"179021","018","425691",1060000,42400.000
"179066","018","425112",40000000,1400.000
"179066","018","425289",63000000,9000000.000
"179066","018","425691",2650000,500.000
"180945","022","425516",565550000,44550.000
"181216","025","425351",444000000,740.000
"181220","060","425276",137150000,1.000
"189080","018","425112",205000000,6800.000
"189080","018","425289",18550000,2650000.000
"189080","018","425691",7250000,1350.000
"190633","066","425699",116000000,400.000
"191206","026","425421",64000000,48.000
"192520","056","425341",578943000,4093.000
"195175","066","425421",18315000,80.000
"199026","018","425289",20000000,1000000.000
"199077","018","425112",342500000,11700.000
"199077","018","425289",84000000,12000000.000
"199077","018","425691",22000000,4000.000
"200637","006","425131",300000,1.000
"200637","006","425233",1200000,1.000
"200637","006","425236",10000000,1.000
"200637","006","425237",12500000,1.000
"200637","006","425238",7000000,1.000
"200637","006","425241",5000000,1.000
"200637","006","425243",20000000,1.000
"200637","006","425246",20000000,1.000
"200637","006","425249",7000000,1.000
"201208","056","425341",206801000,2158.000
"205232","066","425699",47850000,165.000
"209065","018","425112",2100000,2700.000
"209065","018","425289",4400000,125026.000
"209069","018","425112",24875000,775.000
"209069","018","425289",10850000,1550000.000
"209069","018","425691",3450000,650.000
"209255","026","425151",65000000,65.000
"209255","026","425421",71680000,48.000
"210918","060","425276",247500000,1.000
"211011","025","425351",264600000,441.000
"215137","060","424111",18405858000,1.000
"215141","032","425839",48000000,22.000
"215208","025","425351",132000000,220.000
"219055","018","425112",19000000,600.000
"219055","018","425691",2200000,400.000
"219228","026","425151",21000000,28.000
"219228","026","425421",64180000,53.000
"220064","018","425112",1150800000,24863.000
"220155","066","425699",58000000,200.000
"220348","066","425699",29000000,100.000
"220547","066","425699",65250000,225.000
"225135","032","425839",1017850000,11.000
"229027","018","425112",77950000,9700.000
"229027","018","425289",5400000,195015.000
"229027","018","425691",175000,7000.000
"229067","018","425112",30000000,1000.000
"229067","018","425289",4550000,650000.000
"229067","018","425691",1250000,250.000
"230302","026","425421",7800000,6.000
"230645","029","425611",110000000,19100.000
"230812","056","425341",1338873000,7874.000
"230813","025","425351",489000000,815.000
"237195","029","425151",5000000,16.000
"237200","018","425151",820000000,61635.000
"237200","018","425421",730000000,1000.000
"237217","018","425112",200001000,113010.000
"237217","018","425151",96000000,1280.000
"237217","018","425289",86295000,355.000
"237217","018","425434",466704000,170397.000
"237217","018","425439",1000000,1.000
"237221","018","425112",3600000,600.000
"237221","018","425131",480000,12.000
"237221","018","425151",14250000,190.000
"237238","018","425112",200000000,33950.000
"237238","018","425119",250000000,10.000
"237238","018","425131",300000000,1.000
"237238","018","425151",20250000,270.000
"237238","018","425289",20000000,760.000
"237238","018","425431",964000000,202.000
"237238","018","425434",2066250000,98025.000
"237238","018","425439",933030000,1.000
"237242","018","425131",8250000,1.000
"237242","018","425435",53000000,42000.000
"237259","018","425112",12650000,63250.000
"237259","018","425121",17250000,1.000
"237259","018","425131",69000000,1.000
"237259","018","425289",1253200000,7245.000
"237263","018","425112",1199260000,462100.000
"237263","018","425151",500000,10.000
"237263","018","425289",438500000,11600.000
"237263","018","425434",319565000,301295.000
"237291","018","425112",11250000,25000.000
"237291","018","425131",15000000,1.000
"237306","018","425112",145400000,90089.000
"237306","018","425131",40020000,1.000
"237306","018","425289",415000000,11340.000
"237306","018","425434",290000000,489000.000
"237306","018","425439",5000000,1.000
"237352","018","425331",8000000000,170533720.000
"237352","018","425699",1000000000,1000000000.000
"237369","018","425331",700000000,409590.000
"237369","018","425699",300000000,300000000.000
"237373","032","425112",282645000,5139.000
"237373","032","425131",1597000,1.000
"237380","018","425112",35716000,11645.000
"237380","018","425131",4000000,1.000
"237380","018","425151",3000000,60.000
"237380","018","425289",449786000,13968.000
"237380","018","425429",500000,10.000
"237380","018","425431",32000000,32.000
"237483","018","425331",27000000000,908818357.000
"237483","018","425699",3000000000,3000000000.000
"237551","018","424113",38025000,1083.000
"237551","018","424119",14400977000,115073.000
"237572","018","425112",618918000,410141.000
"237572","018","425151",64000000,980.000
"237572","018","425289",315000,36.000
"237572","018","425439",20000000,1.000
"237622","018","425331",12500000000,1350655723.000
"237622","018","425699",500000000,500000000.000
"237640","029","425151",75000000,340.000
"237657","032","425112",1534500000,1510024.000
"237678","018","425331",1700000000,63265285.000
"237678","018","425699",300000000,300000000.000
"237725","018","425331",3100000000,889590.000
"237725","018","425699",400000000,400000000.000
"237732","018","425331",8500000000,958442844.000
"237732","018","425699",500000000,500000000.000
"237767","018","425331",3800000000,3045590.000
"237767","018","425699",500000000,500000000.000
"237788","018","425331",3000000000,2709590.000
"237788","018","425699",500000000,500000000.000
"237800","018","425331",2500000000,669590.000
"237800","018","425699",500000000,500000000.000
"237814","018","425112",626850000,302539.000
"237814","018","425119",1000000,200.000
"237814","018","425131",600000,1.000
"237814","018","425151",10000000,170.000
"237856","018","425289",3050000000,48252.000
"237860","018","425331",9600000000,1299590.000
"237860","018","425699",400000000,400000000.000
"237881","018","425331",4500000000,919590.000
"237881","018","425699",500000000,500000000.000
"237910","018","425331",2500000000,769590.000
"237910","018","425699",500000000,500000000.000
"237924","018","425112",157750000,153300.000
"237924","018","425151",27950000,410.000
"237931","018","425112",60000000,1714.000
"237931","018","425131",24000000,1.000
"237931","018","425289",266000000,13503.000
"237952","018","425331",1700000000,609590.000
"237952","018","425699",300000000,300000000.000
"237966","018","425331",6800000000,1454590.000
"237966","018","425699",200000000,200000000.000
"237970","018","425331",2500000000,692090.000
"237970","018","425699",500000000,500000000.000
"237987","029","425131",24650000,1.000
"237987","029","425151",75350000,340.000
"238010","032","425151",489060000,42129908.000
"238010","032","425411",18000000,400.000
"238010","032","425412",44400000,545.000
"238010","032","425421",36500000,73.000
"238027","018","425112",750000000,535000.000
"238027","018","425131",120000,12.000
"238027","018","425289",15000000,690.000
"238052","018","425331",6500000000,1304590.000
"238052","018","425699",500000000,500000000.000
"238073","029","425151",100000000,472.000
"238080","018","425112",12600000,9000.000
"238080","018","425131",60500000,1.000
"238080","018","425434",622665000,31506.000
"238080","018","425439",4207468000,2.000
"238205","018","425331",3500000000,759590.000
"238205","018","425699",500000000,500000000.000
"238247","018","425129",15000000,1.000
"238251","018","425122",350000000,1.000
"238251","018","425131",13370000,4.000
"238251","018","425289",820000000,1639.000
"238251","018","425691",438250000,322.000
"238251","018","425699",507082000,507082000.000
"238322","029","425255",101500000,43.000
"238322","029","425611",775800000,150400.000
"238322","029","425612",31500000,900.000
"238399","029","425255",27000000,23.000
"238399","029","425611",12747300000,1797213.000
"238399","029","425612",225825000,340508.000
"238411","029","425255",50000000,32.000
"238411","029","425611",4409905000,673554.000
"238411","029","425612",310850000,240860.000
"238432","029","425255",150000000,68.000
"238432","029","425611",645000000,68450.000
"238432","029","425612",1774000000,2704400.000
"238446","029","425255",2500000,5.000
"238446","029","425611",1670950000,186260.000
"238446","029","425612",400000,4.000
"238467","029","425611",10500000,200.000
"238467","029","425612",51500000,500.000
"238488","029","425611",27300000,4948.000
"238488","029","425612",535350000,2165450.000
"238500","029","425255",11200000,10.000
"238500","029","425612",36225000,20330.000
"238514","029","425255",57500000,23.000
"238514","029","425611",9690000,165.000
"238514","029","425612",102365000,84881.000
"238521","029","425255",20250000,25.000
"238521","029","425612",71050000,45350.000
"238542","029","425255",5500000,3.000
"238542","029","425611",724000000,141000.000
"238542","029","425612",148350000,97560.000
"238577","029","425255",72500000,33.000
"238577","029","425611",158290000,30822.000
"238577","029","425612",262350000,67014.000
"238581","029","425611",505000000,8301.000
"238598","029","425255",5000000,2.000
"238598","029","425611",307225000,44975.000
"238598","029","425612",112704000,41820.000
"238603","029","425611",300000000,53284.000
"238610","029","425611",168125000,21045.000
"238610","029","425612",61100000,67.000
"238624","029","425255",10000000,8.000
"238624","029","425611",51500000,10500.000
"238624","029","425612",79500000,310.000
"238645","029","425255",28050000,13.000
"238645","029","425611",638000000,100215.000
"238645","029","425612",11525000,100000320.000
"238652","029","425255",24000000,12.000
"238652","029","425611",21500000,2830.000
"238652","029","425612",70300000,195352.000
"238687","029","425255",60000000,36.000
"238687","029","425611",1450000000,100000.000
"238687","029","425612",34000000,230.000
"238691","029","425611",349990000,26494.000
"238691","029","425612",50010000,1021.000
"238713","029","425255",26000000,16.000
"238713","029","425611",143550000,29546.000
"238713","029","425612",46000000,100225.000
"238720","032","421521",56026698000,443294.000
"238720","032","421531",3443973302000,3040313973302.000
"238734","032","425112",1080417000,1496184.000
"238734","032","425151",22300000,530.000
"238734","032","425289",155915000,999.000
"238734","032","425692",7500000,15.000
"238741","032","425151",33800000,441.000
"238741","032","425421",340800000,480.000
"238755","032","425112",46055000,1115.000
"238755","032","425151",118694000,3643.000
"238755","032","425421",405600000,384.000
"238762","032","425112",3250000,20000.000
"238762","032","425119",1500000,75.000
"238762","032","425151",155550000,10820.000
"238762","032","425421",1229500000,1630.000
"238762","032","425692",30000000,60.000
"238776","018","425252",5799500000,6031.000
"238776","018","425691",4700500000,425.000
"238823","018","425112",8589650000,935774.000
"238823","018","425429",2300000,46.000
"238830","018","425112",15000000,600.000
"238830","018","425122",50000000,1.000
"238996","018","425112",937400000,60012.000
"238996","018","425129",50000000,1.000
"238996","018","425131",9276000,1.000
"238996","018","425151",735000,21.000
"238996","018","425429",3550000,36.000
"239001","018","424113",19962750000,2628542.000
"239009","018","425289",1700000,85000.000
"239009","018","425691",7300000,292000.000
"239015","018","425151",3000000,40.000
"239015","018","425289",791800000,10170.000
"239015","018","425429",5200000,26.000
"239022","018","425289",950000000,13344.000
"239071","018","425112",212500000,6700.000
"239071","018","425289",84000000,12000000.000
"239071","018","425691",21500000,4000.000
"239111","029","425131",150000000,150000000.000
"239146","032","425151",682003000,502502.000
"239146","032","425621",458282000,18513019.000
"239150","032","425151",52430000,430.000
"239150","032","425289",22700000,5.000
"239150","032","425439",50000000,5000000000.000
"239150","032","425629",113760000,40.000
"239171","032","425151",3240000,2160.000
"239171","032","425621",411760000,846012.000
"239188","032","424113",6847328000,5511.000
"239188","032","424119",170800000,84930.000
"239188","032","424923",173380000,1823.000
"239192","032","425112",3753873000,397392.000
"239192","032","425151",98200000,3789.000
"239192","032","425289",388525000,2450.000
"239214","032","425151",176275000,30489.000
"239214","032","425621",486182000,4312786.000
"239221","032","425151",562182000,199684.000
"239221","032","425434",150000,2.000
"239221","032","425621",1117349000,79673339.000
"239235","032","425151",138810000,73332.000
"239235","032","425621",161192000,1359737.000
"239260","032","425112",1545000,103.000
"239260","032","425131",20000000,1.000
"239260","032","425151",166320000,546.000
"239413","018","425112",477200000,15700.000
"239420","018","425112",726296000,2324.000
"239434","018","425112",2162000000,15673.000
"239434","018","425151",11000000,100.000
"239441","018","425112",2880700000,412703.000
"239441","018","425151",5000000,100.000
"239455","018","425112",6474700000,902518.000
"239519","018","425151",6000000,120.000
"239519","018","425289",493000000,13331.000
"239519","018","425691",2000000,100.000
"239520","018","425289",870000000,31547.000
"239523","018","425289",1049000000,103152.000
"239523","018","425429",1000000,5.000
"239544","018","425289",1900000000,12706.000
"239551","018","425289",475003000,11659.000
"239640","018","425112",51750000,23700.000
"239640","018","425151",25000000,500.000
"239640","018","425421",23250000,1.000
"239654","018","425112",40000000,12326.000
"239654","018","425131",12000000,1.000
"239654","018","425151",271210000,3971.000
"239654","018","425421",176790000,60.000
"239661","018","425112",64720000,19006.000
"239661","018","425119",500000,100.000
"239661","018","425151",185500000,3109.000
"239661","018","425421",145000000,145000000.000
"239661","018","425429",1500000,12.000
"239661","018","425692",1250000,50.000
"239675","018","425112",771000000,230650.000
"239675","018","425151",217500000,3440.000
"239675","018","425421",50000000,50000000.000
"239675","018","425429",11500000,80.000
"239701","018","425112",94005000,17025.000
"239701","018","425151",152675000,2536.000
"239701","018","425421",160020000,90.000
"239701","018","425429",3000000,60.000
"239718","029","425151",20000000,70.000
"239807","029","425611",3499000000,508537.000
"239807","029","425612",1000000,8.000
"239828","029","425255",300000,6.000
"239828","029","425611",367400000,5450.000
"239828","029","425612",204550000,778.000
"239853","029","425611",60025000,5103.000
"239853","029","425612",2600000,24.000
"239881","029","425255",13500000,17.000
"239881","029","425611",273675000,11547.000
"239881","029","425612",8500000,130.000
"239895","029","425255",2000000,4.000
"239895","029","425611",5744309000,179796.000
"239895","029","425612",2750000,19.000
"239917","029","425255",15000000,6.000
"239917","029","425612",329705000,133750.000
"239921","029","425255",15000000,6.000
"239921","029","425611",1138000,395.000
"239921","029","425612",182042000,82709.000
"239991","032","425151",35446000,3216.000
"239991","032","425621",1065599000,4051595.000
"240166","005","425233",12110000,405.000
"240166","005","425239",28544000,2862.000
"242115","056","425341",77200000,416.000
"242207","056","425341",230800000,1101.000
"245160","032","425839",18000000,1.000
"245161","033","425286",600000000,4950.000
"247136","019","424113",29500000000,52815.000
"247140","019","424113",45000000000,70487.000
"247157","019","425283",6098000000,4424.000
"247157","019","425421",243000000,50.000
"247157","019","425436",84000000,84000000.000
"247157","019","425692",175000000,150000020.000
"247161","019","424113",14900000000,108520.000
"247199","019","425283",4589880000,81767345.000
"247199","019","425421",550120000,97.000
"247199","019","425692",110000000,50000035.000
"247204","019","425283",1515980000,21048.000
"247204","019","425421",1257920000,4411.000
"247204","019","425692",56000000,18.000
"247211","019","425283",11979000000,13444.000
"247211","019","425421",241000000,69.000
"247211","019","425692",280000000,8.000
"247225","019","425283",5068500000,16520.000
"247225","019","425421",18000000,51.000
"247225","019","425692",183500000,15.000
"247232","019","425283",3265000000,27393.000
"247246","019","425283",1118650000,7520.000
"247246","019","425421",31350000,14.000
"247403","019","425283",14900000000,39367.000
"247403","019","425421",100000000,25.000
"247952","019","425283",227425000,1037.000
"247952","019","425421",72575000,132.000
"248042","019","425283",4762800000,200015977.000
"248042","019","425419",130000000,130000000.000
"248042","019","425421",132600000,33.000
"248042","019","425436",100000000,100000000.000
"248042","019","425692",374600000,100000067.000
"248056","019","425283",2360000000,8352.000
"248056","019","425421",760000000,710010.000
"248056","019","425692",280000000,81.000
"248060","019","425283",3100000000,12652.000
"248060","019","425421",555000000,94.000
"248060","019","425692",650000000,650000000.000
"248124","019","425283",3449000000,22436.000
"248124","019","425421",50750000,23.000
"248124","019","425431",250000,250000.000
"248145","019","425283",261000000,1.000
"248145","019","425692",189000000,1.000
"248920","019","425283",2846000000,7578.000
"248920","019","425421",154000000,40.000
"249030","018","425112",103500000,13000.000
"249030","018","425289",5625000,281250.000
"249030","018","425691",4750000,190000.000
"249099","018","425112",33000000,1100.000
"249099","018","425289",1050000,150000.000
"249099","018","425691",1750000,350.000
"250263","032","425839",25760000,14.000
"252008","060","425276",115200000,1.000
"257240","024","425151",460175000,6862.000
"257240","024","425421",2040000000,3000.000
"257847","024","424111",65306000000,607098494.000
"258462","024","424111",125000000000,3924622.000
"259062","018","425112",20250000,650.000
"259062","018","425289",9100000,1300000.000
"260912","025","425351",723000000,1205.000
"269000","018","425289",2500000,125000.000
"269064","018","425112",45000000,1500.000
"269064","018","425289",2100000,300000.000
"279856","033","425259",4777500000,35.000
"280332","056","425341",466322000,3028.000
"280536","056","425341",211015000,1556.000
"280818","025","425351",99600000,166.000
"280823","054","425131",7240000,1.000
"280830","060","425276",25000000,1.000
"287101","022","425131",25200000,0.000
"287101","022","425514",8009508000,4868498.000
"287139","022","425131",5880000,12.000
"287139","022","425513",9535255000,37319397620.000
"287139","022","425514",1829786000,6977000.000
"287139","022","425515",2572613000,8024134.000
"287139","022","425518",2000000000,800000000.000
"287139","022","425519",98000000,9800000.000
"287141","022","425513",17368513000,52848803.000
"287141","022","425514",9000000000,24087026.000
"287141","022","425515",3314248000,5988582.000
"287141","022","425519",6480000,180000.000
"287143","022","425131",470000,469200.000
"287143","022","425513",1898109000,11949929.000
"287143","022","425514",422245000,1692129.000
"287143","022","425515",207716000,1278078.000
"287143","022","425518",52800000,2112000000.000
"287143","022","425519",436000,43585800.000
"287145","022","425513",539519000,3661102.000
"287145","022","425514",150383000,603030.000
"287145","022","425515",651405000,8497.000
"287145","022","425519",1000000,2000000.000
"287147","022","425513",71004000,563467.000
"287147","022","425514",30000000,150000.000
"287147","022","425515",210000000,20600.000
"287147","022","425519",9000000,900000000.000
"287171","022","425131",1668000,12.000
"287171","022","425513",196402148000,480388241.000
"287171","022","425514",28069100000,73836005.000
"287171","022","425515",11467500000,126567338.000
"287171","022","425518",50000000000,50000000000.000
"287171","022","425519",1380000000,138000000000.000
"287185","022","425513",76680570000,168078610000.000
"287185","022","425514",16445800000,49032000.000
"287185","022","425515",7592358000,73335652.000
"287185","022","425518",3000000000,1000000000.000
"287185","022","425519",500000000,50000000000.000
"287192","022","425131",9520000,1.000
"287192","022","425514",15249318000,237156.000
"287211","022","425513",151354991000,144003120367.000
"287211","022","425514",5786147000,23147187.000
"287211","022","425515",30055012000,63100559.000
"287211","022","425518",135224994000,5408999746560.000
"287211","022","425519",2033698000,203369707900.000
"287228","022","425131",3600000,3600000.000
"287228","022","425513",89810624000,790801546.000
"287228","022","425514",5846813000,23302514.000
"287228","022","425515",12539350000,40113369.000
"287228","022","425518",4696423000,18785690270360.000
"287228","022","425519",355201000,3552000440000.000
"287232","022","425131",1482000,1481760.000
"287232","022","425513",36287644000,57001046.000
"287232","022","425514",7185934000,18335590.000
"287232","022","425515",4415550000,13776321.000
"287232","022","425518",1015000000,40600000000.000
"287232","022","425519",95000000,950000000.000
"287249","022","425131",1500000,12.000
"287249","022","425513",4486484000,19064100.000
"287249","022","425514",559829000,1754000.000
"287249","022","425515",771750000,1215835.000
"287249","022","425518",356400000,11880000000.000
"287249","022","425519",12000000,12000000.000
"287253","022","425513",4789256000,11606020075.000
"287253","022","425514",397808000,1591232.000
"287253","022","425515",376421000,1002105.000
"287260","022","425131",151880000,1.000
"287260","022","425132",15204000,1.000
"287260","022","425514",51451561000,75542118.000
"287317","022","425131",9350000,9350.000
"287317","022","425513",410501000,3276876.000
"287317","022","425514",62375000,249500.000
"287317","022","425515",528095000,8229.000
"287317","022","425518",158700000,158700000.000
"287317","022","425519",70770000,101100000.000
"287321","022","425131",1590000,12.000
"287321","022","425513",1477685000,4047672.000
"287321","022","425514",150605000,602420.000
"287321","022","425515",316260000,1159366.000
"287321","022","425518",756000000,12.000
"287321","022","425519",23600000,4000000.000
"287338","022","425131",10000000,10000000.000
"287338","022","425132",35000000,35000000.000
"287338","022","425513",626418000,3512688.000
"287338","022","425514",50625000,205000.000
"287338","022","425515",382090000,104011.000
"287338","022","425519",2000000,4.000
"287342","022","425131",7211000,1.000
"287342","022","425514",10116586000,1719018.000
"287370","022","425131",1755000,2.000
"287370","022","425513",2360273000,400254207917.000
"287370","022","425514",774379000,3081351.000
"287370","022","425515",1155073000,605382.000
"287370","022","425518",1689492000,6757964300000.000
"287370","022","425519",91658000,916573000000.000
"287384","022","425131",1211000,2.000
"287384","022","425513",309838000,2548759.000
"287384","022","425514",63339000,187845.000
"287384","022","425515",43979000,166851.000
"287391","022","425131",5539000,1.000
"287391","022","425513",10159674000,5480963636.000
"287391","022","425514",1591035000,3927341.000
"287391","022","425515",784108000,3730024.000
"287391","022","425519",1000000,100000000.000
"287406","022","425131",360000,24.000
"287406","022","425513",134902000,141716.000
"287406","022","425514",69175000,284945.000
"287406","022","425515",89513000,60269.000
"287469","022","425131",10300000,2.000
"287469","022","425513",12498386000,62599405884.000
"287469","022","425518",13203661000,528146440000.000
"287469","022","425519",334153000,33415201000.000
"287473","022","425131",8000000,8000000.000
"287473","022","425514",10096019000,17977203.000
"287494","022","424112",116017847000,153644.000
"287502","022","425513",4886425000,28428287.000
"287502","022","425514",400000000,1651451.000
"287502","022","425515",2344900000,781239.000
"287502","022","425518",1665000000,10.000
"287502","022","425519",60000000,100.000
"287516","022","425131",294000,12.000
"287516","022","425514",6809169000,3780538.000
"287537","022","425131",648000,8.000
"287537","022","425513",5034333000,14977605.000
"287537","022","425514",1822284000,6319368.000
"287537","022","425515",1940721000,2060867.000
"287537","022","425518",2826066000,1.000
"287537","022","425519",9881000,135.000
"287541","022","425131",79296000,12.000
"287541","022","425513",1552494000,1008984338.000
"287541","022","425514",389660000,1558640.000
"287541","022","425515",6424131000,1565975.000
"287541","022","425518",900000000,100.000
"287541","022","425519",2298000,229722000.000
"287558","022","425131",1755000,20.000
"287558","022","425514",9061075000,1150161.000
"287579","022","425131",4659000,12.000
"287579","022","425513",1405207000,10425777755.000
"287579","022","425514",814848000,2416010.000
"287579","022","425515",2994260000,1078539.000
"287579","022","425518",1201064000,1201063984.000
"287590","022","425513",1298279000,13203700641.000
"287590","022","425514",904790000,3474405.000
"287590","022","425515",1191386000,1930720.000
"287612","022","425131",3289000,11.000
"287612","022","425514",11577804000,748646.000
"287626","022","425131",5028000,12.000
"287626","022","425513",622149000,604830722.000
