"kdsatker","kddept","kdmak","TARGET","volume"
"005680","006","425237",367500000,7500.000
"005680","006","425238",39000000,12.000
"005680","006","425239",9400000,188.000
"005680","006","425249",4500000,12.000
"005697","006","425122",29000000,5.000
"005697","006","425131",8400000,6.000
"005697","006","425233",75000000,30000.000
"005697","006","425236",11000000,5.000
"005697","006","425237",300000000,6000.000
"005697","006","425238",170500000,62.000
"005697","006","425239",945000,1.000
"005697","006","425243",7500000,1.000
"005697","006","425249",18000000,20.000
"005702","006","425131",21200000,1.000
"005702","006","425233",11000000,1.000
"005702","006","425236",2100000,1.000
"005702","006","425237",520000000,1.000
"005702","006","425238",350000000,1.000
"005702","006","425243",9500000,1.000
"005702","006","425249",12000000,1.000
"005719","006","425131",81000000,1.000
"005723","006","425131",5003000,8640.000
"005723","006","425233",300502000,4330.000
"005723","006","425236",1200000000,1.000
"005723","006","425237",12585000000,8390.000
"005723","006","425238",890460000,4850.000
"005723","006","425239",600000000,1.000
"005723","006","425241",1200000000,1.000
"005723","006","425242",58000000,1000.000
"005723","006","425243",96000000,1000.000
"005723","006","425246",1700000000,1.000
"005723","006","425249",235000000,1000.000
"005730","006","425131",478000,39800.000
"005730","006","425233",12400000,6200.000
"005730","006","425236",1000000000,1.000
"005730","006","425237",600000000,6000.000
"005730","006","425238",50000000,50000000.000
"005730","006","425243",2000000000,1.000
"005744","006","425233",29700000,1.000
"005744","006","425236",700000,1.000
"005744","006","425237",681600000,1.000
"005744","006","425238",185000000,1.000
"005744","006","425239",538000,1.000
"005744","006","425243",18000000,1.000
"005744","006","425245",200000000,1.000
"005744","006","425248",33800000,1.000
"005744","006","425249",18800000,1.000
"005751","006","425131",1460000,2.000
"005751","006","425233",23500000,23500.000
"005751","006","425236",30000000,30.000
"005751","006","425237",1175000000,23500.000
"005751","006","425238",58000000,780.000
"005751","006","425243",150000000,3.000
"005751","006","425245",700000000,7.000
"005751","006","425246",150000000,3.000
"005751","006","425249",80000000,80.000
"005765","006","425131",2280000,12.000
"005765","006","425233",43200000000,12000.000
"005765","006","425236",53000000,4.000
"005765","006","425237",462000000,12.000
"005765","006","425238",57000000,12.000
"005772","006","425131",750000,1.000
"005772","006","425233",1250000,1.000
"005772","006","425236",750000,1.000
"005772","006","425237",2500000,1.000
"005772","006","425238",1250000,1.000
"005772","006","425243",500000,1.000
"005772","006","425246",1000000,1.000
"005772","006","425249",500000,1.000
"005786","006","425122",15500000,1.000
"005786","006","425131",1900000,1.000
"005786","006","425233",24600000,1.000
"005786","006","425236",130500000,1.000
"005786","006","425237",400000000,1.000
"005786","006","425238",54000000,2.000
"005786","006","425241",2000000,1.000
"005786","006","425243",300000000,1.000
"005786","006","425245",1500000000,1.000
"005786","006","425246",50500000,1.000
"005786","006","425249",50500000,1.000
"005790","006","425233",22000000,22000000.000
"005790","006","425236",564200000,564200000.000
"005790","006","425237",2800000000,2800000000.000
"005790","006","425238",130500000,130500000.000
"005790","006","425241",625000000,625000000.000
"005790","006","425243",1300000000,1300000000.000
"005790","006","425246",1100000000,1100000000.000
"005790","006","425249",28400000,28400000.000
"005808","006","425233",169400000,169400.000
"005808","006","425236",48400000,48400000.000
"005808","006","425237",1610000000,32200.000
"005808","006","425238",158400000,158400000.000
"005812","006","425131",4250000,1.000
"005812","006","425233",10000000,1.000
"005812","006","425236",615000000,1.000
"005812","006","425237",510000000,1.000
"005812","006","425238",75000000,1.000
"005812","006","425239",271000000,1.000
"005812","006","425241",595000000,1.000
"005812","006","425243",1200000,1.000
"005812","006","425246",595000000,1.000
"005812","006","425249",10000000,1.000
"005829","006","425131",2000000,1.000
"005829","006","425233",23600000,1.000
"005829","006","425236",3100000000,1.000
"005829","006","425237",247500000,1.000
"005829","006","425238",28300000,1.000
"005833","006","425131",1650000,1.000
"005833","006","425233",13350000,1.000
"005833","006","425236",25100000,1.000
"005833","006","425237",888900000,1.000
"005833","006","425238",20000000,1.000
"005833","006","425241",30250000,1.000
"005833","006","425243",95000000,1.000
"005833","006","425246",150000000,1.000
"005833","006","425249",20000000,1.000
"005840","006","425131",4200000,12.000
"005840","006","425233",20000000,1.000
"005840","006","425236",800000000,1.000
"005840","006","425237",1200000000,12000.000
"005840","006","425238",120000000,60.000
"005840","006","425241",700000000,1.000
"005840","006","425243",1400000000,1.000
"005840","006","425246",700000000,1.000
"005840","006","425249",36000000,12.000
"005854","006","425131",1300000,1.000
"005854","006","425233",1000000,1.000
"005854","006","425236",3200000000,1.000
"005854","006","425237",60000000,1.000
"005854","006","425238",12000000,1.000
"005854","006","425249",1200000,1.000
"005861","006","425131",2100000,5.000
"005861","006","425233",8000000,8000.000
"005861","006","425236",10000000,20.000
"005861","006","425237",500000000,10000.000
"005861","006","425238",20000000,100.000
"005861","006","425241",50000000,5.000
"005861","006","425243",150000000,3.000
"005861","006","425246",50000000,1.000
"005861","006","425249",15000000,50.000
"005875","006","425131",708000,12.000
"005875","006","425233",10000000,1.000
"005875","006","425236",1500000000,1.000
"005875","006","425237",500000000,1.000
"005875","006","425238",21600000,1.000
"005875","006","425241",1500000000,1.000
"005875","006","425246",50000000,1.000
"005875","006","425249",15000000,1.000
"005882","006","425131",15600000,12.000
"005882","006","425233",11000000,11000.000
"005882","006","425236",100000000,20.000
"005882","006","425237",1000000000,10000.000
"005882","006","425238",60000000,30.000
"005882","006","425243",50000000,1.000
"005882","006","425246",500000000,1.000
"005882","006","425249",9000000,30.000
"005896","006","425131",1300000,1.000
"005896","006","425233",9000000,1.000
"005896","006","425236",11000000,1.000
"005896","006","425237",120000000,1.000
"005896","006","425241",50000000,1.000
"005896","006","425243",100000000,1.000
"005896","006","425245",32000000,1.000
"005896","006","425249",17000000,1.000
"005901","006","425131",5000000,1.000
"005901","006","425233",6000000,1.000
"005901","006","425236",2100000000,1.000
"005901","006","425237",200000000,1.000
"005901","006","425238",40000000,1.000
"005901","006","425239",1100000000,1.000
"005901","006","425249",5000000,1.000
"005918","006","425131",5000000,1.000
"005918","006","425233",50000000,1.000
"005918","006","425236",35000000,1.000
"005918","006","425237",3000000000,1.000
"005918","006","425238",25000000,1.000
"005918","006","425243",85000000,1.000
"005918","006","425249",34000000,1.000
"005922","006","425131",4000000,1.000
"005922","006","425233",60000000,1.000
"005922","006","425236",70000000,1.000
"005922","006","425237",175000000,1.000
"005922","006","425238",80000000,1.000
"005922","006","425239",11000000,1.000
"005922","006","425241",80000000,1.000
"005922","006","425243",60000000,1.000
"005922","006","425246",105000000,1.000
"005922","006","425249",63000000,1.000
"005939","006","425131",478000,478000.000
"005939","006","425233",7200000,7200000.000
"005939","006","425236",21000000,21000000.000
"005939","006","425237",253000000,253000000.000
"005939","006","425238",1000000,1000000.000
"005939","006","425241",100000000,100000000.000
"005939","006","425246",50000000,50000000.000
"005939","006","425249",8250000,8250000.000
"005943","006","425131",650000,1.000
"005943","006","425233",4100000,1.000
"005943","006","425237",210000000,1.000
"005943","006","425238",40500000,1.000
"005943","006","425239",1600000000,1.000
"005943","006","425249",2100000,1.000
"005950","006","425131",2520000000,9.000
"005950","006","425233",32000000,32000000.000
"005950","006","425236",13000000,4.000
"005950","006","425237",1500000000,30000.000
"005950","006","425238",30000000,300.000
"005950","006","425246",100000000,2.000
"005950","006","425249",37500000,150.000
"005964","006","425233",60000000,30000.000
"005964","006","425236",300000000,4.000
"005964","006","425237",1950000000,26000.000
"005964","006","425238",93500000,110.000
"005964","006","425239",30000000,150.000
"005964","006","425241",200000000,1.000
"005964","006","425243",250000000,1.000
"005964","006","425246",100000000,1.000
"005964","006","425249",25000000,50.000
"005971","006","425131",3500000,1.000
"005971","006","425233",2300000,1.000
"005971","006","425236",6300000,1.000
"005971","006","425237",41700000,1.000
"005971","006","425238",25400000,1.000
"005971","006","425241",4500000,1.000
"005971","006","425243",250000000,1.000
"005971","006","425246",50000000,1.000
"005971","006","425249",10900000,1.000
"005985","006","425233",6000000,6000000.000
"005985","006","425236",4000000,4000000.000
"005985","006","425237",500000000,500000000.000
"005985","006","425238",6000000,6000000.000
"005985","006","425243",200000000,200000000.000
"005985","006","425246",200000000,200000000.000
"005985","006","425249",12000000,12000000.000
"005992","006","425233",12500000,12500000.000
"005992","006","425237",2000000000,2000000000.000
"005992","006","425238",117100000,1.000
"005992","006","425249",8100000,8100000.000
"006004","006","425131",2000000,1.000
"006004","006","425233",7200000,1.000
"006004","006","425236",465000000,1.000
"006004","006","425237",500000000,1.000
"006004","006","425238",20000000,1.000
"006004","006","425239",246000000,1.000
"006004","006","425243",970000000,1.000
"006004","006","425245",930000000,1.000
"006004","006","425246",560000000,1.000
"006004","006","425249",15000000,1.000
"006011","006","425131",3000000,1.000
"006011","006","425233",11200000,1.000
"006011","006","425236",61700000,1.000
"006011","006","425237",363600000,1.000
"006011","006","425238",62000000,1.000
"006011","006","425246",100000000,1.000
"006011","006","425249",8100000,1.000
"006025","006","425131",186000,1.000
"006025","006","425233",8300000,1.000
"006025","006","425236",14800000,1.000
"006025","006","425237",196200000,1.000
"006025","006","425238",21700000,1.000
"006032","006","425131",290000,1.000
"006032","006","425233",56500000,1.000
"006032","006","425236",647500000,1.000
"006032","006","425237",71700000,1.000
"006032","006","425238",73000000,1.000
"006046","006","425233",13300000,1.000
"006046","006","425236",28900000,1.000
"006046","006","425237",431000000,1.000
"006046","006","425238",47300000,1.000
"006050","006","425131",23000000,23000000.000
"006067","006","425131",5500000,5500000.000
"006067","006","425233",3300000,100.000
"006067","006","425236",11010000,30.000
"006067","006","425237",150000000,100.000
"006067","006","425238",22000000,100.000
"006067","006","425239",2300000,100.000
"006067","006","425243",200000000,100.000
"006067","006","425246",520000000,5.000
"006067","006","425249",10300000,100.000
"006071","006","425131",3485000,1.000
"006071","006","425233",650000,1.000
"006071","006","425236",3700000,1.000
"006071","006","425237",25300000,1.000
"006071","006","425238",5500000,1.000
"006071","006","425239",8400000,1.000
"006071","006","425243",117000000,1.000
"006071","006","425246",32000000,1.000
"006071","006","425249",9700000,1.000
"006088","006","425233",6000000,6000000.000
"006088","006","425236",100000000,100000000.000
"006088","006","425237",200000000,200000000.000
"006088","006","425238",70000000,70000000.000
"006088","006","425239",50000000,50000000.000
"006088","006","425241",100000000,100000000.000
"006088","006","425242",100000000,100000000.000
"006088","006","425243",150000000,150000000.000
"006088","006","425245",70000000,70000000.000
