"KDSATKER","MAX(REVISION_NUMBER)"
"220348",6
"220452",3
"220547",4
"225127",6
"225135",6
"229014",4
"229016",4
"229017",4
"229020",3
"229027",6
"229029",8
"229030",6
"229032",5
"229049",2
"229053",4
"229054",4
"229055",3
"229056",5
"229057",2
"229061",6
"229063",4
"229065",3
"229067",4
"229068",2
"229099",6
"229100",4
"229101",6
"229102",7
"229108",8
"229163",4
"229172",4
"230003",5
"230020",2
"230024",2
"230038",4
"230046",6
"230071",3
"230100",9
"230153",8
"230301",3
"230302",6
"230346",3
"230401",3
"230645",5
"230811",7
"230812",6
"230813",6
"230814",4
"230815",2
"230820",3
"235166",6
"235167",4
"235201",3
"235221",4
"237195",6
"237200",11
"237217",5
"237221",6
"237238",6
"237242",3
"237259",5
"237263",7
"237291",8
"237306",6
"237352",9
"237369",11
"237373",2
"237380",9
"237483",11
"237551",6
"237572",5
"237622",11
"237640",5
"237657",23
"237678",11
"237725",5
"237732",9
"237767",9
"237788",9
"237800",7
"237814",6
"237856",11
"237860",7
"237881",6
"237910",5
"237924",12
"237931",3
"237952",8
"237966",14
"237970",7
"237987",8
"238010",7
"238027",4
"238052",7
"238073",5
"238080",10
"238205",13
"238247",4
"238251",9
"238322",5
"238399",9
"238411",8
"238432",8
"238446",6
"238467",6
"238471",12
"238488",9
"238500",10
"238514",9
"238521",8
"238535",11
"238542",7
"238577",6
"238581",8
"238598",7
"238603",7
"238610",6
"238624",10
"238631",10
"238645",10
"238652",7
"238666",5
"238670",6
"238687",6
"238691",8
"238713",10
"238720",9
"238734",7
"238741",6
"238755",7
"238762",4
"238776",12
"238823",6
"238830",8
"238996",7
"239001",14
"239009",4
"239011",6
"239015",7
"239022",9
"239028",3
"239029",4
"239033",1
"239050",4
"239065",4
"239066",4
"239067",3
"239068",5
"239069",3
"239071",4
"239072",4
"239076",3
"239077",2
"239111",5
"239126",4
"239127",3
"239128",5
"239129",7
"239133",6
"239135",5
"239138",4
"239146",5
"239150",6
"239171",7
"239188",8
"239192",8
"239214",6
"239219",5
"239221",5
"239224",6
"239225",3
"239234",3
"239235",8
"239236",5
"239237",1
"239260",7
"239413",9
"239420",6
"239434",7
"239441",9
"239455",10
"239519",8
"239520",5
"239523",9
"239544",10
"239551",7
"239640",8
"239654",11
"239661",13
"239675",13
"239701",10
"239718",6
"239807",7
"239828",8
"239853",7
"239881",10
"239895",12
"239917",8
"239921",9
"239963",9
"239970",10
"239991",8
"240012",8
"240017",4
"240018",5
"240026",3
"240039",3
"240056",1
"240166",3
"240568",7
"241166",2
"241510",1
"242015",4
"242016",4
"242114",3
"242115",6
"242205",11
"242206",3
"242207",6
"242208",5
"245158",2
"245160",13
"245161",5
"247101",16
"247136",8
"247140",8
"247157",7
"247161",11
"247199",8
"247204",6
"247211",9
"247225",5
"247232",15
"247246",5
"247403",10
"247885",10
"247949",16
"247952",4
"247960",8
"247982",4
"248035",13
"248039",13
"248042",9
"248056",9
"248060",13
"248124",11
"248145",8
"248628",7
"248920",8
"249001",5
"249002",4
"249012",5
"249015",3
"249016",4
"249021",5
"249030",5
"249031",7
"249033",9
"249084",4
"249085",4
"249086",3
"249087",6
"249088",3
"249093",5
"249096",3
"249099",5
"249136",8
"249158",7
"249159",7
"249160",7
"249161",9
"249164",6
"249165",9
"249169",4
"249174",3
"249290",4
"249291",3
"249294",6
"250003",3
"250015",2
"250024",1
"250033",1
"250048",3
"250059",3
"250069",4
"250100",7
"250159",5
"250207",1
"250263",12
"250437",3
"251066",3
"251070",5
"251702",3
"252807",2
"252909",2
"253305",8
"255132",2
"255163",8
"255164",8
"257240",9
"257847",12
"258462",9
"259013",3
"259016",2
"259017",2
"259018",3
"259020",4
"259026",1
"259031",6
"259036",2
"259037",2
"259038",2
"259039",3
"259040",2
"259060",3
"259061",3
"259062",3
"259063",1
"259084",1
"259097",4
"259098",2
"259099",4
"259100",6
"259104",5
"259107",2
"259247",1
"259256",1
"259322",11
"260009",4
"260012",3
"260017",1
"260028",1
"260029",3
"260059",3
"260070",6
"260735",1
"260841",2
"260910",7
"260912",8
"260913",4
"260914",3
"260919",5
"269000",3
"269002",6
"269009",6
"269012",4
"269013",4
"269024",3
"269031",2
"269032",4
"269033",1
"269034",3
"269035",1
"269037",7
"269057",1
"269064",3
"269065",4
"269068",4
"269070",2
"269110",5
"269111",5
"269112",7
"269116",6
"269118",5
"269120",2
"269188",2
"269196",2
"279856",5
"280004",7
"280016",1
"280023",3
"280031",6
"280049",5
"280057",2
"280146",5
"280150",2
"280151",3
"280332",8
"280536",3
"280745",2
"280816",4
"280818",2
"280819",3
"280820",3
"280821",3
"280823",7
"280830",5
"280903",12
"280905",3
"287101",6
"287139",9
"287141",11
"287143",9
"287145",8
"287147",9
"287171",9
"287185",7
"287192",8
"287211",9
"287228",8
"287232",9
"287249",8
"287253",7
"287260",10
"287317",10
"287321",9
"287338",7
"287342",9
"287370",6
"287384",9
"287391",6
"287406",10
"287469",9
"287473",9
"287494",8
"287502",9
"287516",7
"287537",7
"287541",7
"287558",8
"287579",10
"287590",8
"287612",12
"287626",8
"287647",8
"287651",9
"287701",9
"287715",9
"287722",9
"287736",12
"287778",8
"287782",6
"287799",7
"287804",7
"287811",9
"287825",7
"287892",9
"287900",8
"287935",9
"287956",7
"288021",8
"288042",12
"288127",7
"288216",5
"288241",8
"288262",5
"288372",7
"288393",4
"288401",6
"288436",6
"288457",8
"288482",8
"288499",6
"288511",8
"288525",5
"288532",7
"288571",9
"288588",9
"288592",7
"288600",7
"288614",6
"288745",6
"288752",7
"288841",6
"288944",6
"288951",4
"288965",7
"288972",7
"288986",6
"288990",7
"289005",5
"289006",3
"289009",3
"289010",3
"289012",7
"289019",3
"289025",2
"289026",7
"289027",4
"289028",2
"289029",3
"289030",6
"289031",3
"289034",4
"289035",3
"289038",5
"289047",12
"289051",6
"289066",4
"289068",6
"289070",4
"289072",6
"289073",4
"289089",7
"289093",10
"289095",4
"289101",5
"289104",4
"289105",4
"289106",4
"289108",6
"289112",2
"289115",6
"289122",9
"289136",7
"289140",7
"289157",3
"289161",7
"289168",4
"289174",4
"289178",6
"289182",2
"289199",8
"289204",6
"289211",7
"289225",8
"289232",4
"289445",7
"289452",5
"289470",8
"289534",8
"289712",7
"289782",6
"289796",10
"289801",8
"289818",11
"289822",8
"289839",9
"289843",12
"289850",9
"289864",7
"289871",9
"289885",8
"289911",7
"289949",8
"289953",10
"289960",8
"289974",7
"289981",7
"290004",4
"290009",4
"290018",1
"290023",1
"290062",3
"290064",2
"290095",6
"290145",9
"290154",7
"290155",11
"290460",7
"290461",4
"295312",3
"295401",9
"295412",7
"295414",9
"295415",3
"295416",6
"295420",9
"297112",2
"297115",5
"297126",2
"297130",7
"297168",2
"297172",6
"297201",2
"297215",3
"297222",4
"297257",1
"297261",4
"297304",5
"297325",5
"297332",2
"297346",2
"297350",6
"297367",3
"297371",5
"297388",5
"297414",3
"297435",2
"297456",4
"297460",4
"297498",4
"297503",5
"297531",2
"297545",3
"297552",3
"297566",3
"297591",5
"297620",4
"297634",5
"297662",2
"297676",3
"297680",4
"297697",3
"297702",4
"297719",5
"297744",4
"297751",6
"297772",2
"297786",1
"297808",6
"297854",3
"297861",3
"297875",4
"297882",6
"297896",2
"297901",7
"297950",2
"297971",2
"297985",2
"297992",1
"298004",6
"298071",1
"298092",1
"298100",4
"298114",8
"298121",5
"298156",4
"298177",1
"298181",3
"298210",4
"298231",4
"298245",9
"298266",7
"298291",7
"298313",1
"298320",4
"298334",4
"298341",4
"298355",2
"298362",6
"298376",8
"298397",3
"298402",2
"298419",4
"298423",7
"298430",5
"298472",1
"298490",6
"298529",2
"298540",3
"298554",2
"298561",2
"298575",2
"298582",3
"298596",7
"298618",3
"298622",4
"298639",6
"298643",4
"298650",7
"298671",3
"298685",4
"298692",3
"298711",4
"298732",3
"298749",1
"298753",6
"298781",6
"298800",3
"298817",2
"298821",3
"298838",4
"298842",3
"298863",4
"298870",4
"298884",3
"298891",3
"298906",3
"298927",8
"298948",4
"298952",2
"298969",2
"298973",4
"298980",5
"299005",5
"299008",4
"299009",2
"299013",4
"299018",4
"299020",5
"299021",2
"299022",1
"299023",2
"299030",2
"299034",4
"299035",5
"299036",3
"299037",6
"299038",4
"299041",3
"299052",9
"299053",4
"299054",2
"299055",5
"299056",4
"299057",9
"299058",3
"299059",3
"299060",3
"299061",4
"299062",3
"299063",1
"299064",5
"299066",1
"299068",2
"299071",8
"299072",1
"299073",1
"299074",1
"299075",1
"299076",3
"299077",6
"299078",2
"299079",2
"299080",3
"299081",7
"299082",4
"299083",3
"299084",3
"299085",2
"299086",4
"299087",2
"299089",9
"299090",4
"299092",4
"299093",7
"299094",2
"299095",2
"299096",1
"299097",5
"299098",7
"299099",3
"299100",2
"299101",2
"299102",5
"299103",3
"299104",6
"299105",1
"299106",1
"299107",5
"299108",2
"299110",1
"299111",3
"299112",6
"299113",1
"299114",1
"299117",1
"299118",8
"299119",5
"299120",2
"299121",1
"299122",2
"299123",3
"299124",7
"299125",3
"299126",2
"299127",4
"299128",8
"299129",3
"299130",4
"299132",2
"299133",1
"299134",4
"299135",10
"299136",6
"299137",2
"299138",4
"299139",4
"299140",6
"299141",4
"299142",1
"299143",3
"299144",3
"299145",6
"299146",3
"299147",2
"299148",2
"299149",3
"299150",9
"299151",5
"299152",5
"299153",2
"299154",4
"299156",4
"299157",6
"299158",4
"299159",4
"299160",6
"299161",1
"299162",2
"299163",5
"299164",2
"299165",2
"299166",4
"299167",3
"299168",1
"299169",2
"299170",11
"299171",5
"299172",4
"299173",11
"299174",5
"299175",4
"299176",4
"299177",3
"299178",3
"299179",2
"299180",3
"299181",4
"299182",3
"299183",7
"299184",6
"299185",2
"299186",3
"299187",6
"299188",4
"299189",4
"299190",6
"299191",3
"299192",3
"299193",6
"299194",2
"299195",3
"299196",7
"299197",5
"299198",4
"299199",5
"299200",3
"299201",4
"299202",1
"299203",4
"299206",5
"299207",2
"299208",10
"299209",3
"299210",2
"299211",2
"299212",5
"299213",9
"299214",4
"299215",3
"299216",6
"299217",4
"299218",3
"299219",9
"299220",7
"299221",2
"299222",4
"299223",6
"299224",5
"299225",2
"299226",8
"299227",3
"299229",1
"299230",3
"299231",3
"299232",2
"299233",2
"299234",3
"299235",1
"299237",2
"299238",2
"299239",4
"299240",6
"299245",6
"299246",3
"299247",3
"299248",2
"299250",3
"299251",8
"299252",3
"299253",3
"299254",5
"299255",4
"299256",4
"299257",3
"299258",2
"299259",3
"299261",6
"299263",3
"299264",4
"299265",2
"299266",3
"299267",3
"299268",3
"299269",5
"299270",2
"299271",3
"299273",2
"299274",7
"299275",7
"299276",4
"299279",1
"299280",7
"299281",3
"299282",8
"299285",2
"299286",8
"299287",3
"299288",3
"299289",3
"299290",3
"299291",4
"299292",1
"299293",1
"299294",1
"299296",7
"299297",5
"299298",4
"299299",6
"299300",3
"299301",3
"299302",3
"299303",3
"299304",3
"299305",7
"299306",3
"299307",3
"299308",3
"299309",5
"299310",7
"299311",1
"299312",1
"299315",1
"299316",4
"299317",3
"299318",7
"299319",4
"299320",3
"299321",3
"299322",4
"299323",6
"299324",6
"299325",1
"299326",4
"299327",4
"299328",5
"299329",11
"299330",6
"299332",1
"299333",7
"299334",2
"299335",1
"299336",2
"299339",3
"299343",7
"299344",6
"299345",3
"299346",4
"299347",3
"299348",1
"299359",3
"299360",3
"299361",1
"299364",5
"299365",3
"299366",6
"299371",4
"299380",5
"299381",3
"299382",3
"299383",5
"299385",3
"299387",6
"299391",4
"299392",6
"299393",6
"299394",3
"299395",2
"299435",2
"299436",2
"299449",4
"299453",4
"299460",1
"299474",4
"299481",1
"299495",6
"299496",5
"299497",4
"299498",3
"299521",4
"299538",7
"299542",3
"299563",6
"299564",10
"299565",4
"299566",2
"299606",4
"299610",7
"299627",6
"299628",5
"299629",2
"299630",3
"299680",4
"299694",2
"299702",5
"299716",3
"299720",5
"299741",7
"299742",8
"299743",5
"299744",3
"299758",7
"299759",6
"299760",4
"299761",1
"299805",1
"299812",3
"299826",2
"299830",4
"299847",2
"299868",8
"299869",8
"299870",5
"299871",3
"299915",1
"299922",3
"299936",6
"299940",2
"299957",6
"299958",7
"299959",2
"299962",1
"299978",4
"299982",4
"299999",8
"300005",10
"300015",2
"300051",1
"300053",3
"300078",5
"300085",3
"300092",2
"300242",3
"300404",5
"305143",6
"307101",3
"307115",4
"307122",3
"307140",8
"307157",1
"307161",5
"307178",5
"307182",3
"307199",5
"307204",6
"307225",4
"307232",3
"307246",3
"307250",8
"307267",5
"307271",4
"307288",5
"307292",7
"307300",4
"307314",4
"307335",5
"307356",5
"307377",3
"307381",8
"307398",2
"307403",9
"307410",4
"307424",8
"307431",1
"307445",2
"307452",4
"307466",4
"307470",3
"307491",2
"307509",4
"307513",7
"307520",6
"307534",2
"307541",4
"307555",4
"307562",5
"307576",5
"307580",7
"307597",3
"307602",7
"307619",5
"307623",3
"307630",5
"307644",9
"307651",3
"307665",7
"307686",5
"307690",5
"307708",3
"307712",3
"307729",4
"307740",8
"307754",4
"307761",1
"307775",3
"307782",7
"307796",5
"307801",3
"307818",3
"307822",4
"307839",4
"307843",4
"307850",3
"307864",3
"307871",3
"307885",4
"307892",4
"307907",4
"307911",4
"307928",5
"307932",4
"307949",4
"307953",5
"307960",5
"307974",5
"307981",3
"307995",7
"308000",4
"308014",5
"308021",5
"308035",5
"308056",9
"308077",7
"308098",12
"308124",3
"308145",5
"308152",4
"308166",6
"308170",8
"308187",1
"308209",5
"308213",3
"308220",4
"308234",6
"308241",3
"308255",4
"308276",3
"308280",3
"308297",6
"308302",4
"308319",4
"308323",6
"308344",6
"308351",3
"308372",4
"308390",3
"308412",4
"308429",7
"308440",6
"308454",5
"308461",9
"308475",3
"308482",6
"308496",5
"308501",3
"308522",4
"308539",3
"308543",4
"308550",3
"308564",4
"308571",4
"308585",3
"308592",4
"308607",3
"308611",3
"308628",3
"308632",5
"308649",3
"308660",3
"308674",3
"308681",5
"308700",3
"308717",2
"308721",3
"308738",5
"308742",2
"308759",3
"308763",3
"308770",3
"308784",3
"308791",3
"308827",3
"308831",3
"308848",2
"308852",2
"308869",3
"308873",3
"308880",4
"308894",4
"308902",5
"308920",2
"308937",2
"308958",1
"308979",2
"308983",1
"308990",2
"309000",9
"309001",5
"309002",3
"309003",6
"309019",2
"309020",7
"309023",5
"309024",3
"309025",4
"309028",5
"309032",7
"309033",4
"309034",6
"309036",6
"309037",7
"309038",4
"309039",6
"309040",4
"309041",2
"309044",2
"309048",2
"309049",3
"309050",2
"309051",3
"309052",1
"309053",3
"309054",2
"309055",3
"309056",5
"309058",4
"309059",2
"309060",2
"309061",4
"309062",3
"309063",2
"309064",4
"309066",4
"309067",4
"309068",2
"309069",1
"309070",3
"309071",3
"309072",2
"309075",1
"309076",3
"309077",3
"309078",3
"309079",1
"309080",2
"309081",3
"309082",2
"309083",3
"309084",3
"309086",4
"309087",1
"309088",1
"309089",3
"309090",3
"309091",3
"309092",1
"309093",3
"309094",4
"309095",4
"309096",3
"309097",2
"309098",5
"309099",1
"309100",3
"309101",3
"309102",1
"309103",4
"309104",3
"309105",3
"309106",3
"309107",3
"309108",2
"309109",3
"309110",3
"309111",3
"309112",1
"309113",3
"309114",3
"309115",3
"309116",3
"309117",3
"309118",4
"309119",3
"309120",3
"309121",3
"309122",3
"309123",3
"309124",4
"309125",3
"309126",6
"309127",3
"309128",2
"309129",2
"309130",3
"309131",5
"309132",3
"309133",5
"309135",4
"309138",3
"309140",3
"309143",3
"309144",3
"309147",6
"309148",3
"309154",5
"309161",6
"309164",10
"309165",5
"309166",10
"309168",9
"309175",6
"309182",5
"309196",5
"309201",3
"309207",3
"309214",3
"309218",3
"309222",6
"309239",3
"309243",5
"309250",1
"309264",4
"309271",2
"309285",3
"309292",5
"309307",8
"309311",6
"309328",5
"309353",5
"309360",3
"309374",3
"309381",4
"309395",1
"309400",3
"309417",5
"309421",6
"309438",12
"309442",6
"309459",6
"309463",2
"309484",3
"309491",3
"309506",4
"309510",4
"309527",3
"309531",3
"309548",1
"309552",5
"309569",3
"309573",6
"309580",3
"309594",6
"309616",4
"309620",3
"309637",3
"309641",3
"309662",1
"309679",4
"309690",2
"309712",5
"309726",4
"309730",4
"309747",3
"309751",3
"309768",4
"309772",3
"309789",4
"309793",3
"309801",3
"309815",4
"309822",3
"309836",4
"309840",2
"309857",2
"309878",3
"309882",3
"309901",6
"309911",2
"309925",4
"309932",4
"309946",3
"309950",3
"309967",4
"309971",2
"309988",3
"309992",3
"310013",3
"310046",4
"310052",6
"310055",6
"310060",5
"310067",4
"310090",2
"310152",8
"310153",4
"310719",9
"310721",5
"319002",6
"319004",5
"319014",4
"319017",2
"319018",3
"319024",3
"319031",7
"319032",3
"319033",4
"319034",4
"319035",3
"319055",4
"319056",4
"319057",5
"319059",1
"319061",3
"319088",3
"319089",3
"319090",4
"319091",7
"319094",5
"319095",5
"319144",4
"319150",8
"320010",7
"320014",5
"320015",5
"320030",3
"320032",4
