"kdsatker","kddept","kdmak","thang","volume"
"005261","006","425243","2023",1.000
"005261","006","425246","2023",1.000
"005261","006","425249","2023",1.000
"005278","006","425131","2023",1.000
"005278","006","425233","2023",1.000
"005278","006","425236","2023",1.000
"005278","006","425237","2023",1.000
"005278","006","425238","2023",1.000
"005278","006","425243","2023",1.000
"005278","006","425246","2023",1.000
"005278","006","425249","2023",1.000
"005282","006","425131","2023",1.000
"005282","006","425233","2023",1.000
"005282","006","425236","2023",1.000
"005282","006","425237","2023",1.000
"005282","006","425238","2023",1.000
"005282","006","425239","2023",1.000
"005282","006","425243","2023",1.000
"005282","006","425249","2023",1.000
"005299","006","425131","2023",1.000
"005299","006","425233","2023",1.000
"005299","006","425236","2023",1.000
"005299","006","425237","2023",1.000
"005299","006","425238","2023",1.000
"005299","006","425243","2023",1.000
"005299","006","425249","2023",1.000
"005304","006","425131","2023",1.000
"005311","006","425131","2023",1.000
"005311","006","425233","2023",1.000
"005311","006","425236","2023",1.000
"005311","006","425237","2023",1.000
"005311","006","425238","2023",1.000
"005311","006","425246","2023",1.000
"005311","006","425249","2023",1.000
"005325","006","425131","2023",1.000
"005325","006","425233","2023",1.000
"005325","006","425236","2023",1.000
"005325","006","425237","2023",1.000
"005325","006","425238","2023",1.000
"005325","006","425249","2023",1.000
"005332","006","425131","2023",1.000
"005332","006","425233","2023",1.000
"005332","006","425236","2023",1.000
"005332","006","425237","2023",1.000
"005332","006","425238","2023",1.000
"005332","006","425249","2023",1.000
"005346","006","425131","2023",1.000
"005346","006","425233","2023",1.000
"005346","006","425236","2023",1.000
"005346","006","425237","2023",1.000
"005346","006","425238","2023",1.000
"005346","006","425249","2023",1.000
"005350","006","425131","2023",1.000
"005350","006","425233","2023",1.000
"005350","006","425236","2023",1.000
"005350","006","425237","2023",1.000
"005350","006","425238","2023",1.000
"005350","006","425249","2023",1.000
"005367","006","425131","2023",1.000
"005367","006","425233","2023",1.000
"005367","006","425236","2023",1.000
"005367","006","425237","2023",1.000
"005367","006","425238","2023",1.000
"005367","006","425249","2023",1.000
"005371","006","425131","2023",1.000
"005371","006","425233","2023",1.000
"005371","006","425236","2023",1.000
"005371","006","425237","2023",1.000
"005371","006","425238","2023",1.000
"005371","006","425249","2023",1.000
"005388","006","425131","2023",1.000
"005388","006","425233","2023",1.000
"005388","006","425236","2023",1.000
"005388","006","425237","2023",1.000
"005388","006","425238","2023",1.000
"005388","006","425249","2023",1.000
"005392","006","425131","2023",1.000
"005392","006","425233","2023",1.000
"005392","006","425236","2023",1.000
"005392","006","425237","2023",1.000
"005392","006","425238","2023",1.000
"005392","006","425249","2023",1.000
"005400","006","425131","2023",1.000
"005400","006","425233","2023",1.000
"005400","006","425236","2023",1.000
"005400","006","425237","2023",1.000
"005400","006","425238","2023",1.000
"005400","006","425249","2023",1.000
"005414","006","425131","2023",1.000
"005414","006","425233","2023",1.000
"005414","006","425236","2023",1.000
"005414","006","425237","2023",1.000
"005414","006","425238","2023",1.000
"005414","006","425249","2023",1.000
"005421","006","425131","2023",1.000
"005421","006","425233","2023",1.000
"005421","006","425236","2023",1.000
"005421","006","425237","2023",1.000
"005421","006","425238","2023",1.000
"005421","006","425249","2023",1.000
"005435","006","425131","2023",1.000
"005435","006","425233","2023",1.000
"005435","006","425236","2023",1.000
"005435","006","425237","2023",1.000
"005435","006","425238","2023",1.000
"005435","006","425249","2023",1.000
"005442","006","425131","2023",1.000
"005442","006","425233","2023",1.000
"005442","006","425236","2023",1.000
"005442","006","425237","2023",1.000
"005442","006","425238","2023",1.000
"005442","006","425249","2023",1.000
"005456","006","425131","2023",1.000
"005456","006","425233","2023",1.000
"005456","006","425236","2023",1.000
"005456","006","425237","2023",1.000
"005456","006","425238","2023",1.000
"005456","006","425249","2023",1.000
"005460","006","425131","2023",1.000
"005460","006","425233","2023",1.000
"005460","006","425236","2023",1.000
"005460","006","425237","2023",1.000
"005460","006","425238","2023",1.000
"005460","006","425249","2023",1.000
"005477","006","425131","2023",1.000
"005477","006","425233","2023",1.000
"005477","006","425236","2023",1.000
"005477","006","425237","2023",1.000
"005477","006","425238","2023",1.000
"005477","006","425249","2023",1.000
"005481","006","425131","2023",1.000
"005481","006","425236","2023",1.000
"005481","006","425249","2023",1.000
"005498","006","425131","2023",1.000
"005498","006","425233","2023",1.000
"005498","006","425236","2023",1.000
"005498","006","425237","2023",1.000
"005498","006","425238","2023",1.000
"005498","006","425249","2023",1.000
"005503","006","425131","2023",1.000
"005503","006","425233","2023",1.000
"005503","006","425236","2023",1.000
"005503","006","425237","2023",1.000
"005503","006","425238","2023",1.000
"005503","006","425249","2023",1.000
"005510","006","425131","2023",1.000
"005510","006","425233","2023",1.000
"005510","006","425236","2023",1.000
"005510","006","425237","2023",1.000
"005510","006","425238","2023",1.000
"005510","006","425249","2023",1.000
"005524","006","425131","2023",1.000
"005524","006","425233","2023",1.000
"005524","006","425236","2023",1.000
"005524","006","425237","2023",1.000
"005524","006","425238","2023",1.000
"005524","006","425249","2023",1.000
"005531","006","425131","2023",1.000
"005531","006","425233","2023",1.000
"005531","006","425236","2023",1.000
"005531","006","425237","2023",1.000
"005531","006","425238","2023",1.000
"005531","006","425249","2023",1.000
"005545","006","425131","2023",1.000
"005545","006","425233","2023",1.000
"005545","006","425236","2023",1.000
"005545","006","425237","2023",1.000
"005545","006","425238","2023",1.000
"005545","006","425249","2023",1.000
"005552","006","425131","2023",1.000
"005552","006","425233","2023",1.000
"005552","006","425236","2023",1.000
"005552","006","425237","2023",1.000
"005552","006","425238","2023",1.000
"005552","006","425249","2023",1.000
"005566","006","425131","2023",1.000
"005566","006","425233","2023",1.000
"005566","006","425236","2023",1.000
"005566","006","425237","2023",1.000
"005566","006","425238","2023",1.000
"005566","006","425249","2023",1.000
"005570","006","425131","2023",1.000
"005570","006","425233","2023",1.000
"005570","006","425236","2023",1.000
"005570","006","425237","2023",1.000
"005570","006","425238","2023",1.000
"005570","006","425249","2023",1.000
"005587","006","425131","2023",1.000
"005587","006","425233","2023",1.000
"005587","006","425236","2023",1.000
"005587","006","425237","2023",1.000
"005587","006","425238","2023",1.000
"005587","006","425249","2023",1.000
"005591","006","425131","2023",1.000
"005591","006","425233","2023",1.000
"005591","006","425236","2023",1.000
"005591","006","425237","2023",1.000
"005591","006","425238","2023",1.000
"005591","006","425249","2023",1.000
"005609","006","425131","2023",1.000
"005609","006","425233","2023",1.000
"005609","006","425236","2023",1.000
"005609","006","425237","2023",1.000
"005609","006","425238","2023",1.000
"005609","006","425249","2023",1.000
"005613","006","425131","2023",1.000
"005613","006","425233","2023",1.000
"005613","006","425236","2023",1.000
"005613","006","425237","2023",1.000
"005613","006","425238","2023",1.000
"005613","006","425249","2023",1.000
"005620","006","425131","2023",1.000
"005620","006","425233","2023",1.000
"005620","006","425236","2023",1.000
"005620","006","425237","2023",1.000
"005620","006","425238","2023",1.000
"005620","006","425249","2023",1.000
"005634","006","425131","2023",1.000
"005634","006","425233","2023",1.000
"005634","006","425236","2023",1.000
"005634","006","425237","2023",1.000
"005634","006","425238","2023",1.000
"005634","006","425249","2023",1.000
"005641","006","425131","2023",1.000
"005641","006","425233","2023",1.000
"005641","006","425236","2023",1.000
"005641","006","425237","2023",1.000
"005641","006","425238","2023",1.000
"005641","006","425249","2023",1.000
"005655","006","425131","2023",1.000
"005662","006","425233","2023",1.000
"005662","006","425237","2023",1.000
"005662","006","425238","2023",1.000
"005662","006","425246","2023",1.000
"005662","006","425247","2023",1.000
"005662","006","425249","2023",1.000
"005676","006","425233","2023",1.000
"005676","006","425236","2023",1.000
"005676","006","425237","2023",1.000
"005676","006","425238","2023",1.000
"005676","006","425241","2023",1.000
"005676","006","425243","2023",1.000
"005676","006","425246","2023",1.000
"005676","006","425249","2023",1.000
"005680","006","425131","2023",12.000
"005680","006","425233","2023",1.000
"005680","006","425236","2023",2.000
"005680","006","425237","2023",7500.000
"005680","006","425238","2023",12.000
"005680","006","425239","2023",188.000
"005680","006","425249","2023",12.000
"005697","006","425122","2023",5.000
"005697","006","425131","2023",6.000
"005697","006","425233","2023",30000.000
"005697","006","425236","2023",5.000
"005697","006","425237","2023",6000.000
"005697","006","425238","2023",62.000
"005697","006","425239","2023",1.000
"005697","006","425243","2023",1.000
"005697","006","425249","2023",20.000
"005702","006","425131","2023",1.000
"005702","006","425233","2023",1.000
"005702","006","425236","2023",1.000
"005702","006","425237","2023",1.000
"005702","006","425238","2023",1.000
"005702","006","425243","2023",1.000
"005702","006","425249","2023",1.000
"005719","006","425131","2023",1.000
"005723","006","425131","2023",8640.000
"005723","006","425233","2023",4330.000
"005723","006","425236","2023",1.000
"005723","006","425237","2023",8390.000
"005723","006","425238","2023",4850.000
"005723","006","425239","2023",1.000
"005723","006","425241","2023",1.000
"005723","006","425242","2023",1000.000
"005723","006","425243","2023",1000.000
"005723","006","425246","2023",1.000
"005723","006","425249","2023",1000.000
"005730","006","425131","2023",39800.000
"005730","006","425233","2023",6200.000
"005730","006","425236","2023",1.000
"005730","006","425237","2023",6000.000
"005730","006","425238","2023",50000000.000
"005730","006","425243","2023",1.000
"005744","006","425233","2023",1.000
"005744","006","425236","2023",1.000
"005744","006","425237","2023",1.000
"005744","006","425238","2023",1.000
"005744","006","425239","2023",1.000
"005744","006","425243","2023",1.000
"005744","006","425245","2023",1.000
"005744","006","425248","2023",1.000
"005744","006","425249","2023",1.000
"005751","006","425131","2023",2.000
"005751","006","425233","2023",23500.000
"005751","006","425236","2023",30.000
"005751","006","425237","2023",23500.000
"005751","006","425238","2023",780.000
"005751","006","425243","2023",3.000
"005751","006","425245","2023",7.000
"005751","006","425246","2023",3.000
"005751","006","425249","2023",80.000
"005765","006","425131","2023",12.000
"005765","006","425233","2023",12000.000
"005765","006","425236","2023",4.000
"005765","006","425237","2023",12.000
"005765","006","425238","2023",12.000
"005772","006","425131","2023",1.000
"005772","006","425233","2023",1.000
"005772","006","425236","2023",1.000
"005772","006","425237","2023",1.000
"005772","006","425238","2023",1.000
"005772","006","425243","2023",1.000
"005772","006","425246","2023",1.000
"005772","006","425249","2023",1.000
"005786","006","425122","2023",1.000
"005786","006","425131","2023",1.000
"005786","006","425233","2023",1.000
"005786","006","425236","2023",1.000
"005786","006","425237","2023",1.000
"005786","006","425238","2023",2.000
"005786","006","425241","2023",1.000
"005786","006","425243","2023",1.000
"005786","006","425245","2023",1.000
"005786","006","425246","2023",1.000
"005786","006","425249","2023",1.000
"005790","006","425233","2023",22000000.000
"005790","006","425236","2023",564200000.000
"005790","006","425237","2023",2800000000.000
"005790","006","425238","2023",130500000.000
"005790","006","425241","2023",625000000.000
"005790","006","425243","2023",1300000000.000
"005790","006","425246","2023",1100000000.000
"005790","006","425249","2023",28400000.000
"005808","006","425233","2023",169400.000
"005808","006","425236","2023",48400000.000
"005808","006","425237","2023",32200.000
"005808","006","425238","2023",158400000.000
"005812","006","425131","2023",1.000
"005812","006","425233","2023",1.000
"005812","006","425236","2023",1.000
"005812","006","425237","2023",1.000
"005812","006","425238","2023",1.000
"005812","006","425239","2023",1.000
"005812","006","425241","2023",1.000
"005812","006","425243","2023",1.000
"005812","006","425246","2023",1.000
"005812","006","425249","2023",1.000
"005829","006","425131","2023",1.000
"005829","006","425233","2023",1.000
"005829","006","425236","2023",1.000
"005829","006","425237","2023",1.000
"005829","006","425238","2023",1.000
"005833","006","425131","2023",1.000
"005833","006","425233","2023",1.000
"005833","006","425236","2023",1.000
"005833","006","425237","2023",1.000
"005833","006","425238","2023",1.000
"005833","006","425241","2023",1.000
"005833","006","425243","2023",1.000
"005833","006","425246","2023",1.000
"005833","006","425249","2023",1.000
"005840","006","425131","2023",12.000
"005840","006","425233","2023",1.000
"005840","006","425236","2023",1.000
"005840","006","425237","2023",12000.000
"005840","006","425238","2023",60.000
"005840","006","425241","2023",1.000
"005840","006","425243","2023",1.000
"005840","006","425246","2023",1.000
"005840","006","425249","2023",12.000
"005854","006","425131","2023",1.000
"005854","006","425233","2023",1.000
"005854","006","425236","2023",1.000
"005854","006","425237","2023",1.000
"005854","006","425238","2023",1.000
"005854","006","425249","2023",1.000
"005861","006","425131","2023",5.000
"005861","006","425233","2023",8000.000
"005861","006","425236","2023",20.000
"005861","006","425237","2023",10000.000
"005861","006","425238","2023",100.000
"005861","006","425241","2023",5.000
"005861","006","425243","2023",3.000
"005861","006","425246","2023",1.000
"005861","006","425249","2023",50.000
"005875","006","425131","2023",12.000
"005875","006","425233","2023",1.000
"005875","006","425236","2023",1.000
"005875","006","425237","2023",1.000
"005875","006","425238","2023",1.000
"005875","006","425241","2023",1.000
"005875","006","425246","2023",1.000
"005875","006","425249","2023",1.000
"005882","006","425131","2023",12.000
"005882","006","425233","2023",11000.000
"005882","006","425236","2023",20.000
"005882","006","425237","2023",10000.000
"005882","006","425238","2023",30.000
"005882","006","425243","2023",1.000
"005882","006","425246","2023",1.000
"005882","006","425249","2023",30.000
"005896","006","425131","2023",1.000
"005896","006","425233","2023",1.000
"005896","006","425236","2023",1.000
"005896","006","425237","2023",1.000
"005896","006","425241","2023",1.000
"005896","006","425243","2023",1.000
"005896","006","425245","2023",1.000
"005896","006","425249","2023",1.000
"005901","006","425131","2023",1.000
"005901","006","425233","2023",1.000
"005901","006","425236","2023",1.000
"005901","006","425237","2023",1.000
"005901","006","425238","2023",1.000
"005901","006","425239","2023",1.000
"005901","006","425249","2023",1.000
"005918","006","425131","2023",1.000
"005918","006","425233","2023",1.000
"005918","006","425236","2023",1.000
"005918","006","425237","2023",1.000
"005918","006","425238","2023",1.000
"005918","006","425243","2023",1.000
"005918","006","425249","2023",1.000
"005922","006","425131","2023",1.000
"005922","006","425233","2023",1.000
"005922","006","425236","2023",1.000
"005922","006","425237","2023",1.000
"005922","006","425238","2023",1.000
"005922","006","425239","2023",1.000
"005922","006","425241","2023",1.000
"005922","006","425243","2023",1.000
"005922","006","425246","2023",1.000
"005922","006","425249","2023",1.000
"005939","006","425131","2023",478000.000
"005939","006","425233","2023",7200000.000
"005939","006","425236","2023",21000000.000
"005939","006","425237","2023",253000000.000
"005939","006","425238","2023",1000000.000
"005939","006","425241","2023",100000000.000
"005939","006","425246","2023",50000000.000
"005939","006","425249","2023",8250000.000
"005943","006","425131","2023",1.000
"005943","006","425233","2023",1.000
"005943","006","425237","2023",1.000
"005943","006","425238","2023",1.000
"005943","006","425239","2023",1.000
"005943","006","425249","2023",1.000
"005950","006","425131","2023",9.000
"005950","006","425233","2023",32000000.000
"005950","006","425236","2023",4.000
"005950","006","425237","2023",30000.000
"005950","006","425238","2023",300.000
"005950","006","425246","2023",2.000
"005950","006","425249","2023",150.000
"005964","006","425233","2023",30000.000
"005964","006","425236","2023",4.000
"005964","006","425237","2023",26000.000
"005964","006","425238","2023",110.000
"005964","006","425239","2023",150.000
"005964","006","425241","2023",1.000
"005964","006","425243","2023",1.000
"005964","006","425246","2023",1.000
"005964","006","425249","2023",50.000
"005971","006","425131","2023",1.000
"005971","006","425233","2023",1.000
"005971","006","425236","2023",1.000
"005971","006","425237","2023",1.000
"005971","006","425238","2023",1.000
"005971","006","425241","2023",1.000
"005971","006","425243","2023",1.000
"005971","006","425246","2023",1.000
"005971","006","425249","2023",1.000
"005985","006","425233","2023",6000000.000
"005985","006","425236","2023",4000000.000
"005985","006","425237","2023",500000000.000
"005985","006","425238","2023",6000000.000
"005985","006","425243","2023",200000000.000
"005985","006","425246","2023",200000000.000
"005985","006","425249","2023",12000000.000
"005992","006","425233","2023",12500000.000
"005992","006","425237","2023",2000000000.000
"005992","006","425238","2023",1.000
"005992","006","425249","2023",8100000.000
"006004","006","425131","2023",1.000
"006004","006","425233","2023",1.000
"006004","006","425236","2023",1.000
"006004","006","425237","2023",1.000
"006004","006","425238","2023",1.000
"006004","006","425239","2023",1.000
"006004","006","425243","2023",1.000
"006004","006","425245","2023",1.000
"006004","006","425246","2023",1.000
"006004","006","425249","2023",1.000
"006011","006","425131","2023",1.000
"006011","006","425233","2023",1.000
"006011","006","425236","2023",1.000
"006011","006","425237","2023",1.000
"006011","006","425238","2023",1.000
"006011","006","425246","2023",1.000
"006011","006","425249","2023",1.000
"006025","006","425131","2023",1.000
"006025","006","425233","2023",1.000
"006025","006","425236","2023",1.000
"006025","006","425237","2023",1.000
"006025","006","425238","2023",1.000
"006032","006","425131","2023",1.000
"006032","006","425233","2023",1.000
"006032","006","425236","2023",1.000
"006032","006","425237","2023",1.000
"006032","006","425238","2023",1.000
"006046","006","425233","2023",1.000
"006046","006","425236","2023",1.000
"006046","006","425237","2023",1.000
"006046","006","425238","2023",1.000
"006050","006","425131","2023",23000000.000
"006067","006","425131","2023",5500000.000
"006067","006","425233","2023",100.000
"006067","006","425236","2023",30.000
"006067","006","425237","2023",100.000
"006067","006","425238","2023",100.000
"006067","006","425239","2023",100.000
"006067","006","425243","2023",100.000
"006067","006","425246","2023",5.000
"006067","006","425249","2023",100.000
"006071","006","425131","2023",1.000
"006071","006","425233","2023",1.000
"006071","006","425236","2023",1.000
"006071","006","425237","2023",1.000
"006071","006","425238","2023",1.000
"006071","006","425239","2023",1.000
"006071","006","425243","2023",1.000
"006071","006","425246","2023",1.000
"006071","006","425249","2023",1.000
"006088","006","425233","2023",6000000.000
"006088","006","425236","2023",100000000.000
"006088","006","425237","2023",200000000.000
"006088","006","425238","2023",70000000.000
"006088","006","425239","2023",50000000.000
"006088","006","425241","2023",100000000.000
"006088","006","425242","2023",100000000.000
"006088","006","425243","2023",150000000.000
"006088","006","425245","2023",70000000.000
"006088","006","425246","2023",200000000.000
"006088","006","425248","2023",100000000.000
"006088","006","425249","2023",50000000.000
"006092","006","425233","2023",3000000.000
"006092","006","425236","2023",169500000.000
"006092","006","425237","2023",351000000.000
"006092","006","425238","2023",13000000.000
"006092","006","425241","2023",51000000.000
"006092","006","425242","2023",5500000.000
"006092","006","425243","2023",9000000.000
"006092","006","425244","2023",52000000.000
"006092","006","425246","2023",100000000.000
"006092","006","425249","2023",5700000.000
"006100","006","425233","2023",300.000
"006100","006","425236","2023",20.000
"006100","006","425237","2023",1500.000
"006100","006","425238","2023",3.000
"006100","006","425239","2023",10.000
"006100","006","425243","2023",2.000
"006100","006","425249","2023",20.000
"006114","006","425131","2023",1.000
"006114","006","425233","2023",1.000
"006114","006","425236","2023",1.000
"006114","006","425237","2023",1.000
"006114","006","425242","2023",1.000
"006121","006","425233","2023",5050000.000
"006121","006","425236","2023",100000000.000
"006121","006","425237","2023",150000000.000
"006121","006","425238","2023",6000000.000
"006121","006","425239","2023",5000000.000
"006121","006","425241","2023",100000000.000
"006121","006","425243","2023",100000000.000
"006121","006","425246","2023",100000000.000
"006121","006","425249","2023",50000000.000
"006142","006","425139","2023",12.000
"006142","006","425233","2023",1.000
"006142","006","425236","2023",1.000
"006142","006","425238","2023",1.000
"006142","006","425241","2023",1.000
"006156","006","425131","2023",1.000
"006156","006","425233","2023",1.000
"006156","006","425236","2023",1.000
"006156","006","425237","2023",1.000
"006156","006","425243","2023",1.000
"006156","006","425246","2023",1.000
"006156","006","425249","2023",1.000
"006160","006","425131","2023",4000000.000
"006160","006","425233","2023",5000000.000
"006160","006","425238","2023",50000000.000
